CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT
NNUA03,39,6a,04,0.0,120,0,2000
NOMI01,49,10a,02,0.0,120,0,3000
NPAO01,40,6b,04,0.0,30,0,6000
NPIE01,21,25b,ZZZ5,0.0,120,0,1500
NPIE02,40,6b,04,0.0,120,0,1000
NPIN01,46,2b,03,0.0,120,0,5000
NPUS01,21,25b,ZZZ,0.0,120,0,5000
NRAC01,18,4a,06,0.0,120,0,3500
NRAD01,32,7b,05,0.0,120,0,5000
NRAD02,21,25b,ZZZ5,0.0,120,0,4000
NRAD03,32,7b,05,0.0,120,0,7500
NRAD04,32,7b,05,0.0,120,0,3000
NRAK01,46,2b,03,0.0,120,0,5000
NRAS01,5,20a,05,0.0,30,0,5000
NREK01,45,2a,06,0.0,120,0,1500
NREO01,21,25b,ZZZ5,0.0,120,0,2000
NREO02,31,8a,06,0.0,120,5,5000
NREO03,39,6a,04,0.0,120,0,999999
NSEE01,37,11a,03,0.0,120,0,5000
NSEE02,46,2b,03,0.0,120,0,3000
NSIG01,41,10a,02,0.0,120,0,5000
NSIG02,41,10a,02,0.0,120,0,2000
NSIO01,16,1c,03,0.0,120,0,5000
NSUC01,21,25b,ZZZ5,0.0,120,0,5000
NSUC02,46,2b,03,0.0,120,0,5000
NSUC10,5,20a,CONS6,0.0,120,0,999999
NSUD01,41,10a,02,0.0,120,0,2000
NSUF01,21,25b,ZZZ5,0.0,120,0,2000
NSUG01,21,25b,ZZZ5,0.0,120,3,999999
NSUG02,21,25b,ZZZ5,0.0,120,0,5000
NSUG04,5,20a,CONS,0.0,120,0,1000
NSUG05,33,1d,03,0.0,120,0,2000
NSUG09,41,10a,02,0.0,120,0,3000
NSUG10,32,7b,05,0.0,120,0,20000
NSUG11,41,10a,02,0.0,120,0,0
NSUG13,30,7a,05,0.0,120,0,20000
NSUG14,30,7a,01STU,1.0,30,12,999999
NSUG15,36,7c,05,0.0,120,0,5000
NSUG16,29,5a,06,0.0,120,0,999999
NSUG17,21,25b,ZZZ5,0.0,30,0,999999
NSUN01,21,25b,ZZZ5,0.0,120,0,4000
NSUN02,21,25b,ZZZ5,0.0,120,0,2000
NSUN03,32,7b,05C,0.0,120,0,7000
NSUO02,31,8a,06,0.0,120,0,1000
NSUO03,21,25b,ZZZ5,0.0,120,0,10000
NSUS01,49,10a,02,0.0,120,0,1000
NSUS02,21,25b,ZZZ5,0.0,120,0,5000
NSUS03,21,25b,ZZZ5,0.0,120,0,500
NSUS04,42,10b,02,0.0,120,0,5000
NSUS05,21,25b,ZZZ5,0.0,120,0,500
NSUS06,42,10b,02,0.0,120,0,5000
NSUS07,41,10a,02,0.0,120,0,1500
NSUS08,21,25b,ZZZ5,0.0,120,0,30000
NSUS09,42,10b,02,0.0,120,0,2500
NSUS10,41,10a,02,10.0,30,0,10000
NSUS11,40,6b,04,0.0,120,0,5000
NSUV01,21,25b,ZZZ5,0.0,120,0,1500
NSUW01,31,8a,06,0.0,120,0,2000
NTOG02,41,10a,02,0.0,120,0,1500
NTOK01,40,6b,04,0.0,120,0,1500
NVAA01,21,25b,ZZZ5,0.0,120,0,3000
NVAB01,5,20a,02,0.0,120,0,2500
NVAD01,42,10b,02,0.0,120,5,3000
NVAD02,21,25b,ZZZ5,0.0,120,0,2000
NVAD03,46,2b,03,0.0,120,0,3000
NVAD04,21,25b,ZZZ5,0.0,120,0,4000
NVAD05,14,3b,06,0.0,120,0,1000
NVAD07,40,6b,04,0.0,120,0,2000
NVAD08,21,25b,ZZZ,0.0,120,0,2000
NVAD09,39,6a,02,0.0,120,0,1500
NVAD10,39,6a,03,0.0,120,5,5000
NVAD11,34,1e,03,0.0,120,0,1000
NVAD12,40,6b,04,0.0,120,0,1000
NVAD13,46,2b,03,0.0,120,0,20000
NVAD14,39,6a,04,0.0,120,0,6000
NVAG02,21,25b,ZZZ5,0.0,120,0,10000
NVAG03,47,2c,06,0.0,120,0,5000
NVAG04,33,1d,03C,0.0,120,0,500
NVAK01,33,1d,03,0.0,120,0,4000
NVAM01,21,25b,ZZZ5,0.0,30,0,2000
NVAN01,19,4b,06,0.0,120,0,0
NVAN02,21,25b,ZZZ5,0.0,120,0,3000
NVAN03,21,25b,ZZZ5,0.0,120,0,3000
NVAN04,4,1b,03,0.0,120,0,1500
NVAR01,40,6b,04,0.0,120,0,500
NVAR02,21,25b,ZZZ5,0.0,120,0,5000
NVAR03,45,2a,06,0.0,120,0,5000
NVAR04,21,25b,ZZZ5,0.0,120,0,500
NVAR05,18,4a,06,0.0,120,0,7500
NVAR06,30,7a,05,0.0,60,0,999999
NVAR07,16,1c,03,0.0,120,0,2000
NVAR08,18,4a,06,0.0,120,0,2000
NVAR09,18,4a,06,0.0,120,0,999999
NVAR10,18,4a,06,0.0,120,0,999999
NVAS01,21,25b,ZZZ5,0.0,120,0,500
NVAS02,41,10a,02,0.0,120,0,1000
NVAS03,34,1e,03,0.0,120,0,5000
NVAS04,21,25b,ZZZ5,0.0,120,0,3000
NVAS05,40,6b,04,0.0,120,0,500
NVAS06,40,6b,04,0.0,120,0,500
NVET01,21,25b,ZZZ5,0.0,120,0,3000
NVET02,21,25b,ZZZ5,0.0,120,0,5000
NVET03,21,25b,ZZZ5,0.0,120,0,5000
NVIE01,18,4a,06,0.0,120,0,2500
NVOA01,33,1d,03,0.0,120,0,999999
NVOH01,30,7a,05,0.0,120,0,1000
NVOR01,21,25b,ZZZ5,0.0,120,0,2000
NVOS01,21,25b,ZZZ5,0.0,120,0,4000
NVOS02,21,25b,ZZZ5,0.0,120,0,4000
NWIB01,21,25b,ZZZ5,0.0,120,0,3000
NWID01,41,10a,02,0.0,120,0,7500
NWID02,29,5a,01EXP,0.0,120,0,6000
NWIE03,14,3b,06,0.0,120,0,1000
NWIG01,40,6b,04,0.0,120,0,3000
NWYB01,40,6b,04,0.0,120,0,2000
NYES01,36,7c,05,0.0,120,0,1000
NZAD01,39,6a,02,0.0,60,0,999999
OALN01,31,8a,06,0.0,120,0,5000
OAMP01,41,10a,02,0.0,120,0,3000
OAVC01,41,10a,02,0.0,120,0,1000
OAVN01,32,7b,05,0.0,120,0,10000
OBCP01,21,25b,ZZZ5,0.0,120,0,1500
OBHO01,41,10a,02,0.0,120,0,7500
OBHO02,21,25b,ZZZ5,0.0,120,0,500
OBHO03,40,6b,04C,0.0,120,0,4000
OBLC01,21,25b,ZZZ5,0.0,120,0,5000
OBLC02,31,8a,05,0.0,120,0,999999
OBOY01,46,2b,05,0.0,120,5,10000
OBRU01,39,6a,04,0.0,120,0,3000
OBRW01,21,25b,ZZZ5,0.0,120,0,2000
OCHN01,31,8a,06,0.0,120,0,5000
OCHT01,43,3a,05,0.0,120,0,1000
OCLI01,21,25b,ZZZ5,0.0,120,0,999999
OCLI02,32,7b,05,0.0,120,0,0
OCOK01,21,25b,ZZZ5,0.0,120,0,2000
OCOK02,21,25b,ZZZ5,0.0,120,0,2000
OCOK03,21,25b,ZZZ5,0.0,120,0,1000
OCRS01,37,11a,03,0.0,120,0,25000
OCRU02,21,25b,ZZZ5,0.0,120,0,2000
ODMP01,21,25b,ZZZ5,0.0,120,0,3000
ODOK01,49,10a,02,0.0,120,0,1000
ODOL01,43,3a,05,0.0,120,0,2500
OEBN01,21,25b,ZZZ2,0.0,120,0,5000
OEMN01,39,6a,02,0.0,30,0,1000
OFLR01,46,2b,05,0.0,120,0,7500
OFRN01,21,25b,ZZZ5,0.0,120,0,20000
OFZP01,18,4a,06,0.0,120,0,4000
OGKP01,4,1b,03,0.0,120,0,1500
OGLB01,20,25a,ZZZ3,0.0,120,0,500
OGLV01,21,25b,ZZZ5,0.0,120,0,2000
OGLV02,39,6a,02,0.0,120,0,2000
OGMP01,37,11a,06,0.0,120,0,2500
OGOD01,4,1b,01,0.0,120,0,500
OGOD02,21,25b,ZZZ5,0.0,120,0,500
OGOD03,21,25b,ZZZ5,0.0,120,0,500
OGOD04,47,2c,06,0.0,120,0,999999
OGOD05,47,2c,06,0.0,120,0,5000
OGOL01,32,7b,07,0.0,120,0,10000
OGRB01,47,2c,06,0.0,120,0,3000
OGRL01,31,8a,06,0.0,120,0,5000
OGRV01,47,2c,06,0.0,120,0,999999
OHOS03,41,10a,02,0.0,120,0,3000
OIFC01,16,1c,03C,0.0,120,0,2000
OIRN01,21,25b,ZZZ5,0.0,120,0,4000
OJEN01,29,5a,06,0.0,120,0,5000
OKGM01,31,8a,06,0.0,120,0,999999
OKGM02,2,1a,03,0.0,120,0,999999
OKHM01,18,4a,06,0.0,120,0,0
OKHT01,31,8a,06,0.0,120,0,5000
OKHZ01,19,4b,03,0.0,120,0,999999
OKLO01,49,10a,02,0.0,120,0,1000
OKMF01,20,25a,ZZZ2,0.0,120,0,0
OKNB01,21,25b,ZZZ5,0.0,120,0,5000
OKNB02,21,25b,ZZZ5,0.0,120,0,4000
OKNX01,21,25b,ZZZ5,0.0,120,0,3000
OKOL01,37,11a,03,0.0,120,0,7500
OKRG01,21,25b,ZZZ5,0.0,120,0,3000
OKRG02,21,25b,ZZZ5,0.0,120,0,3000
OKRP01,43,3a,06,0.0,120,0,2000
OLCP01,40,6b,04,0.0,120,0,0
OLEN01,20,25a,ZZZ1,0.0,120,0,0
OLEN02,20,25a,ZZZ1,0.0,120,0,0
OLOK01,21,25b,ZZZ5,0.0,120,0,6000
OLOK02,21,25b,ZZZ5,0.0,120,0,999999
OMBM01,20,25a,CITC,0.0,120,0,1500
OMMW01,34,1e,03,0.0,120,0,2000
OMOD01,14,3b,06,0.0,120,0,10000
OMOD02,49,10a,02,0.0,120,0,1000
OMOD04,41,10a,02,0.0,120,0,2000
OMOD05,21,25b,ZZZ5,0.0,120,0,1000
OMOI01,32,7b,05,0.0,120,0,999999
OMOL01,30,7a,05,0.0,120,0,20000
OMOS01,14,3b,06,0.0,120,0,1000
OMOS02,20,25a,CITC,0.0,120,0,3000
OMOS03,46,2b,07,0.0,120,0,10000
OMOS04,21,25b,ZZZ5,0.0,120,0,15000
OMOS05,43,3a,06,0.0,120,0,10000
ONKS01,14,3b,06,0.0,120,0,2000
ONOR01,43,3a,06,0.0,120,0,2000
ONSP01,37,11a,03,0.0,120,0,5000
OPHE01,21,25b,ZZZ1,0.0,120,0,2500
OPHO01,32,7b,06,0.0,120,0,5000
OPIN01,21,25b,ZZZ5,0.0,120,0,2000
OPLW01,21,25b,ZZZ5,0.0,120,0,1500
OPRC01,21,25b,ZZZ5,0.0,120,0,10000
OPRF01,40,6b,04C,0.0,120,0,5000
OPRF02,21,25b,ZZZ5,0.0,120,0,6000
OPRF03,21,25b,ZZZ5,0.0,120,0,5000
OPRM01,43,3a,06,0.0,120,0,4000
OPRO01,21,25b,ZZZ5,0.0,120,0,1500
OPRO02,43,3a,06,0.0,120,0,5000
OPRO03,21,25b,ZZZ5,0.0,120,0,3000
OPRP01,39,6a,02,0.0,120,0,5000
OPRV01,20,25a,ZZZ1,0.0,120,0,2000
OPRV02,46,2b,03,0.0,120,0,15000
OPSP01,41,10a,02,0.0,120,0,5000
ORMP01,20,25a,ZZZ2,0.0,120,0,0
OROP01,41,10a,02,0.0,120,0,2000
OROS01,31,8a,06C,0.0,120,0,1500
OROS02,21,25b,ZZZ5,0.0,120,0,2000
OROS04,37,11a,03,0.0,120,0,10000
OROS05,37,11a,03C,0.0,120,0,10000
OROS06,40,6b,04C,0.0,120,0,2000
OSAA01,21,25b,ZZZ5,0.0,120,0,1000
OSAA03,21,25b,ZZZ5,0.0,120,0,4000
OSAH01,20,25a,CITC,0.0,120,0,1500
OSLP01,39,6a,02,0.0,120,0,20000
OSTL01,42,10b,02,0.0,120,0,5000
OSTR01,21,25b,ZZZ5,0.0,120,0,0
OSTU01,41,10a,02,0.0,120,0,3000
OSYN01,36,7c,05,0.0,120,0,999999
OTHM02,31,8a,06,0.0,120,0,4000
OWOD01,34,1e,03,0.0,120,0,2000
OWOD02,46,2b,05,0.0,120,0,10000
OWRB01,25,11b,06,0.0,120,0,5000
OYPP01,47,2c,06,0.0,120,0,999999
PASE01,40,6b,04,0.0,120,0,3000
PASE02,40,6b,04,0.0,120,0,2000
PBAE01,25,11b,06,0.0,120,0,999999
PCOP01,40,6b,04,0.0,120,0,3000
PCOT01,21,25b,ZZZ5,0.0,120,0,2000
PDIL01,2,1a,03,0.0,120,0,999999
PDIP01,47,2c,06,0.0,120,0,15000
PDIP02,2,1a,03,0.0,120,0,1000
PDUI01,43,3a,06,0.0,120,0,1500
PDUL01,47,2c,06,0.0,120,0,3000
PESL01,41,10a,02,0.0,120,0,2000
PGOA01,39,6a,04,0.0,30,0,0
PHYE01,21,25b,ZZZ5,0.0,120,0,3000
PHYE02,31,8a,05C,0.0,120,0,500
PHYE03,19,4b,03,0.0,120,0,3000
PJEP01,21,25b,ZZZ5,0.0,120,0,2000
PKAI01,21,25b,ZZZ5,0.0,120,0,15000
PMAU01,20,25a,CITC,0.0,120,0,5000
PMAU02,34,1e,03,0.0,120,0,999999
PMOA01,19,4b,03,0.0,120,0,20000
PMOH01,37,11a,03,0.0,30,0,1000
PMSE01,21,25b,ZZZ5,0.0,120,0,6000
POPE01,40,6b,04,0.0,120,0,2000
PPAA01,21,25b,ZZZ5,0.0,120,0,500
PPAP01,40,6b,04C,0.0,120,0,5000
PPAP02,40,6b,04C,0.0,120,0,5000
PRAH01,18,4a,06,0.0,120,0,5000
PROE01,20,25a,04,0.0,120,0,20000
PROE02,21,25b,ZZZ5,0.0,120,0,4000
PSEE01,33,1d,03,0.0,120,0,2000
PSEI01,4,1b,03,0.0,120,0,2000
PSUE01,21,25b,ZZZ5,0.0,120,0,10000
PSUE02,30,7a,05,0.0,120,0,5000
PSUE03,41,10a,02,0.0,120,0,2000
RABA01,21,25b,ZZZ5,0.0,60,0,5000
RAFI01,46,2b,07,0.0,90,0,10000
RAFO01,21,25b,ZZZ5,0.0,120,0,10000
RAFO02,2,1a,03,0.0,120,0,20000
RAMA01,49,10a,02,0.0,120,0,2000
RARA01,21,25b,ZZZ5,0.0,120,0,500
RBAN01,32,7b,05,0.0,120,0,3000
RBAR01,31,8a,05,0.0,120,0,7500
RBAU01,20,25a,CITC,0.0,120,0,2000
RBEE01,21,25b,ZZZ5,0.0,120,0,3000
RBEG01,39,6a,04,0.0,120,0,5000
RBEM01,36,7c,05,0.0,120,0,5000
RBEM02,2,1a,03C,0.0,120,0,5000
RBUG01,25,11b,02,0.0,120,0,10000
RBUG02,40,6b,04C,0.0,120,0,5000
RBUL01,21,25b,ZZZ5,0.0,120,0,1000
RBUN01,32,7b,05,0.0,120,0,3000
RBUR01,21,25b,ZZZ5,0.0,120,0,1000
RCAE01,39,6a,04,0.0,120,0,20000
RCAE02,20,25a,ZZZ2,0.0,120,0,2000
RCAE03,46,2b,05,0.0,120,0,10000
RCAR01,2,1a,03,0.0,120,0,7500
RCAS01,21,25b,ZZZ5,0.0,120,0,4000
RCAT01,21,25b,ZZZ5,0.0,120,0,2000
RCHI01,21,25b,ZZZ5,0.0,120,0,0
RCON01,2,1a,03,0.0,120,0,2000
RCON02,46,2b,03,0.0,120,0,2000
RCON03,21,25b,ZZZ5,0.0,120,0,3000
RCON04,21,25b,ZZZ,0.0,120,0,2000
RCON05,2,1a,03,0.0,120,0,1500
RDAR01,36,7c,05,0.0,120,0,4000
RDLD01,21,25b,ZZZ5,0.0,120,0,1000
RDOE01,28,5b,06,0.0,120,0,500
RDOF01,31,8a,06,0.0,120,0,0
RDOF02,30,7a,05,0.0,120,0,5000
RDUB01,49,10a,02,0.0,120,0,3000
RFER01,39,6a,04,0.0,120,0,1000
RFER02,19,4b,03,0.0,120,0,500
RFOE01,37,11a,03,0.0,120,0,2000
RGEB01,21,25b,ZZZ5,0.0,120,0,500
RHAB01,21,25b,ZZZ5,0.0,120,0,7500
RHAF01,21,25b,ZZZ5,0.0,120,0,1500
RHAF02,21,25b,ZZZ5,0.0,120,0,2000
RHAL01,20,25a,ZZZ1,0.0,120,0,0
RHAT01,21,25b,ZZZ5,0.0,120,0,2500
RHIS01,2,1a,03,0.0,120,0,2000
RHIS02,21,25b,ZZZ5,0.0,120,0,2000
RIBA01,49,10a,02,0.0,60,0,999999
RJAI01,21,25b,ZZZ5,0.0,120,0,200000000
RJAI02,21,25b,ZZZ5,0.0,120,0,999999
RJOD02,31,8a,06,0.0,120,0,4000
RKAA01,21,25b,ZZZ5,0.0,120,0,2000
RKAE01,25,11b,02,0.0,120,0,10000
RKAI01,49,10a,02,0.0,30,0,3500
RKAK01,21,25b,ZZZ5,0.0,120,0,1000
RKIK01,21,25b,ZZZ5,0.0,120,0,2000
RKOB01,4,1b,03,0.0,120,0,2000
RLEO01,40,6b,04,0.0,120,0,3000
RLEO02,40,6b,04,0.0,120,0,2000
RLEO03,39,6a,02,0.0,120,0,2000
RLEO04,47,2c,06,0.0,120,0,5000
RLEO05,40,6b,04,0.0,120,0,3000
RLEO06,39,6a,04,0.0,120,0,5000
RMAA01,47,2c,03,0.0,120,0,7500
RMAA02,47,2c,03,0.0,120,0,5000
RMAA03,4,1b,03,0.0,120,0,5000
RMAB01,21,25b,ZZZ2,0.0,120,0,0
RMAB02,34,1e,03,0.0,120,0,18000
RMAE01,14,3b,06C,0.0,120,5,4000
RMAE02,45,2a,06,0.0,120,0,1000
RMAI01,28,5b,06,0.0,60,0,999999
RMAK01,21,25b,ZZZ,0.0,120,0,999999
RMAK02,21,25b,04,0.0,120,0,0
RMAK03,14,3b,06,0.0,120,0,1500
RMAL01,5,20a,STOCK,0.0,30,0,999999
RMAL02,21,25b,ZZZ5,0.0,120,0,5000
RMAR01,21,25b,ZZZ1,0.0,120,0,0
RMAT02,14,3b,05,0.0,120,0,500
RMAT03,21,25b,ZZZ5,0.0,120,0,1000
RMEC01,30,7a,99999,0.0,120,0,2000
RMEE01,21,25b,ZZZ5,0.0,120,0,5000
RMOE01,21,25b,ZZZ5,0.0,120,0,999999
RMOO01,20,25a,CITC,0.0,60,0,3000
RMUR01,33,1d,03,0.0,120,0,3000
RNOD01,21,25b,ZZZ1,0.0,120,0,1500
RNOT01,32,7b,05,0.0,120,0,2000
RNOT02,32,7b,05,0.0,120,0,0
RNOT03,45,2a,06,0.0,120,5,1000
RNOT04,33,1d,03,0.0,120,0,1000
RNUD01,36,7c,05,0.0,120,0,3000
ROUI01,29,5a,01EXP,0.0,120,0,999999
RPAK01,25,11b,05,0.0,120,0,5000
RPAK02,45,2a,06,0.0,120,0,4000
RPAK03,45,2a,06,0.0,120,0,500
RPAK04,40,6b,04,0.0,120,0,2000
RPAK05,49,10a,02,0.0,120,0,3000
RPAM02,21,25b,ZZZ5,0.0,120,0,2000
RPAM03,39,6a,04,0.0,120,0,20000
RPES01,41,10a,02,0.0,120,0,999999
RPES02,41,10a,02,0.0,30,0,2000
RPEU01,41,10a,02,0.0,120,0,1000
RSCI01,21,25b,ZZZ5,0.0,120,0,3000
RSPI01,31,8a,06,0.0,120,0,5000
RSPI02,40,6b,04,0.0,120,0,5000
RSTA01,40,6b,04,0.0,120,0,5000
RSTA02,41,10a,02,0.0,120,0,500
RSTA03,33,1d,03,0.0,120,0,2500
RSTA04,41,10a,02,0.0,120,0,20000
RSTO01,21,25b,ZZZ5,0.0,120,0,500
RSTU01,21,25b,ZZZ1,0.0,120,0,2000
RSTY01,39,6a,02,0.0,120,0,500
RSUT01,21,25b,ZZZ5,0.0,120,0,0
RTAG01,6,21a,CONS2,0.0,120,0,999999
RTOG04,21,25b,ZZZ5,0.0,120,0,3000
RTOG05,46,2b,03,0.0,120,0,4000
RTOG12,18,4a,06,0.0,120,0,20000
RTOG15,33,1d,03,0.0,120,0,7000
RTOG16,19,4b,03,0.0,120,0,10000
RTOG17,14,3b,06,0.0,60,0,999999
RTOG18,47,2c,06,0.0,60,0,999999
RTOG19,31,8a,06,0.0,60,0,999999
RTOG20,39,6a,04,0.0,60,0,999999
RUNO01,41,10a,02,0.0,120,0,2000
RVAI01,41,10a,02,0.0,120,0,0
RVAI02,21,25b,ZZZ5,0.0,120,0,0
RVAI03,31,8a,06,0.0,120,0,15000
RVEE01,45,2a,06,0.0,120,0,500
RVES01,21,25b,ZZZ5,0.0,120,0,2000
RVOS01,47,2c,07,0.0,120,0,2000
RVOS02,34,1e,03,0.0,120,0,5000
SABO01,40,6b,04C,0.0,120,0,3000
SABO02,20,25a,CITC,0.0,120,0,5000
SASO03,16,1c,03C,0.0,30,0,999999
SBET02,37,11a,03,0.0,120,0,5000
SBIH01,21,25b,ZZZ5,0.0,120,0,4000
SBIM01,47,2c,06,0.0,120,0,4000
SCAA01,21,25b,ZZZ5,0.0,120,0,500
SCAH06,5,20a,CONS,0.0,60,0,999999
SCAO01,21,25b,ZZZ5,0.0,120,0,4000
SCAS01,49,10a,02,0.0,120,0,2500
SCAS02,41,10a,02,0.0,120,0,5000
SCAS03,49,10a,02,0.0,120,0,1000
SCIK01,21,25b,ZZZ5,0.0,120,0,3000
SCOM01,21,25b,ZZZ5,0.0,120,0,500
SCUT01,21,25b,ZZZ5,0.0,30,0,999999
SDEA01,47,2c,05,0.0,120,0,10000
SDEM01,4,1b,03,0.0,120,0,20000
SDEM02,21,25b,ZZZ,0.0,120,0,3000
SEAT01,21,25b,ZZZ5,0.0,120,0,5000
SEAT02,21,25b,ZZZ5,0.0,120,0,3000
SEAT03,31,8a,06,0.0,120,5,2000
SEAT04,33,1d,03,0.0,120,0,6000
SEKT02,2,1a,03,0.0,120,0,500
SEKT03,40,6b,04,0.0,120,0,2000
SEKT04,21,25b,ZZZ1,0.0,120,0,0
SESE01,41,10a,02,0.0,120,0,1000
SESI01,31,8a,06,0.0,120,0,2000
SEXE01,21,25b,ZZZ5,0.0,120,0,5000
SEYO01,21,25b,ZZZ5,0.0,120,0,500
SFIM01,30,7a,05,0.0,30,0,3000
SFOC01,40,6b,01,0.0,120,0,30000
SFOC02,21,25b,01,0.0,30,0,30000
SGBM01,21,25b,ZZZ5,0.0,120,0,5000
SHAS01,4,1b,03,0.0,30,0,500
SHAS02,21,25b,ZZZ5,0.0,120,0,4000
SHAS03,18,4a,06,0.0,120,0,7000
SHAS04,16,1c,03,0.0,120,0,2000
SINI01,36,7c,05C,0.0,120,0,2000
SINI02,41,10a,02,0.0,120,0,2500
SJAS01,43,3a,05,0.0,120,0,5000
SJOE01,21,25b,ZZZ5,0.0,120,0,3000
SKAI01,41,10a,02,0.0,120,0,1500
SKAO01,41,10a,02C,0.0,120,0,3000
SKEH01,43,3a,05,0.0,120,0,999999
SLAE01,21,25b,ZZZ5,0.0,120,0,3000
SLEE01,32,7b,05,0.0,120,5,3000
SLEE02,20,25a,ZZZ2,0.0,120,0,5000
SLEE03,14,3b,06,0.0,120,0,2500
SLEE04,32,7b,06,0.0,30,0,2000
SLEH01,37,11a,03,0.0,120,0,7500
SLEO01,46,2b,03,0.0,120,0,1000
SLIS01,39,6a,04,0.0,120,0,1000
SLUT01,40,6b,04,0.0,120,0,2000
SMAA01,20,25a,CITC,0.0,120,0,5000
SMAA02,20,25a,ZZZ3,0.0,120,0,5000
SMAE01,20,25a,CITC,0.0,120,0,3000
SMAE02,19,4b,03,0.0,120,0,0
SMAE03,18,4a,06,0.0,120,0,1000
SMAH01,20,25a,06,0.0,120,0,5000
SMAI01,34,1e,03,0.0,120,0,2000
SMAT02,16,1c,03C,0.0,120,0,2000
SMEK02,21,25b,ZZZ5,0.0,120,0,3000
SMIT01,16,1c,03,0.0,120,0,3000
SMOI01,29,5a,06,0.0,120,0,5000
SMOW01,19,4b,03,0.0,120,0,15000
SMTH01,34,1e,03,0.0,120,0,50000
SMUH01,19,4b,06,0.0,120,0,999999
SNTA01,31,8a,06,0.0,120,0,100
SNTH01,39,6a,02,0.0,120,0,0
SNTO01,18,4a,06,0.0,120,0,5000
SNUI01,40,6b,04,0.0,120,0,5000
SNUI02,40,6b,04C,0.0,120,0,2000
SOOT01,21,25b,ZZZ1,0.0,120,0,3000
SPIT01,40,6b,04C,0.0,120,0,2500
SRAO01,4,1b,03,0.0,30,0,2000
SROE01,30,7a,05,0.0,120,0,0
SROE02,1,9a,01,0.0,120,0,999999
SROE05,32,7b,05,0.0,120,0,3500
SROE06,45,2a,06,0.0,120,0,3000
SROS01,47,2c,06,0.0,120,0,5000
SROS02,25,11b,06,0.0,120,0,5000
SSEH01,47,2c,06,0.0,120,0,2000
SUYO01,21,25b,ZZZ1,0.0,120,0,5000
SVII01,42,10b,02,0.0,120,0,3000
SVII02,31,8a,06,0.0,120,0,5000
SVII03,29,5a,06,0.0,120,0,3000
SVII04,21,25b,ZZZ5,0.0,120,0,500
SVII05,29,5a,06,0.0,120,0,1500
SVII06,21,25b,ZZZ5,0.0,120,0,2000
SVII07,43,3a,06,0.0,120,0,5000
SVII09,30,7a,05,0.0,120,0,10000
SVII11,39,6a,04,0.0,120,0,2000
SVII12,32,7b,05,0.0,120,0,1000
SVII13,46,2b,05,0.0,120,0,1000
SVII14,32,7b,05,0.0,120,0,5000
SVII15,32,7b,05,0.0,120,0,2000
SVII16,46,2b,05,0.0,120,0,1000
SVII17,41,10a,02,0.0,30,0,10000
SVII18,39,6a,02,0.0,120,0,3000
SVII19,32,7b,05,0.0,120,0,999999
SVIS01,19,4b,03,0.0,120,0,2000
SVIT01,21,25b,ZZZ5,0.0,120,0,2000
SVIT02,21,25b,ZZZ5,0.0,120,0,500
SVIU01,42,10b,02,0.0,120,0,2000
SVIU02,41,10a,02,0.0,120,0,5000
SVIU03,42,10b,02,0.0,120,0,4000
SVIU04,31,8a,06,0.0,120,0,5000
SVIU05,34,1e,03,0.0,30,0,2500
SWET01,41,10a,02,0.0,120,0,20000
SWET02,29,5a,06,0.0,120,0,1000
SWET03,32,7b,05,0.0,120,0,999999
SWET04,41,10a,02,0.0,120,0,3000
SWET05,21,25b,ZZZ1,0.0,120,0,0
SWET06,49,10a,02,0.0,120,0,999999
SWIE01,21,25b,ZZZ5,0.0,120,0,2000
SYSE01,31,8a,06,0.0,120,0,4000
SYSE02,21,25b,ZZZ5,0.0,120,5,7500
SYSE03,21,25b,ZZZ5,0.0,120,0,3000
SYSE04,33,1d,03,0.0,120,0,13000
TACI01,29,5a,06C,0.0,120,0,1500
TBEH01,42,10b,02,0.0,120,0,12000
TBOH01,46,2b,05,0.0,120,0,2000
TBOH02,41,10a,02,0.0,120,0,5000
TBOH03,37,11a,03,0.0,30,0,2000
TBOH04,40,6b,04,0.0,60,0,999999
TBOJ01,32,7b,05C,0.0,120,0,2000
TBOS01,37,11a,03,0.0,120,0,0
TCIY01,14,3b,06,0.0,120,0,3000
TCIY02,14,3b,06,0.0,120,0,2000
TDAE01,31,8a,06,0.0,120,0,2500
TDUO01,32,7b,05,0.0,120,0,2000
TDUO02,21,25b,ZZZ5,0.0,120,0,500
TDUT01,39,6a,02,0.0,120,0,3000
TESH01,32,7b,05,0.0,120,0,4000
TEXR01,21,25b,ZZZ5,0.0,120,0,6000
TEXR02,1,9a,ZZZ5,0.0,60,0,999999
TGAE01,40,6b,04,0.0,120,0,1000
TGAE02,21,25b,ZZZ5,0.0,120,0,4000
TGOZ01,21,25b,ZZZ5,0.0,120,0,0
TINO01,21,25b,ZZZ5,0.0,120,0,5000
TINR01,40,6b,04,0.0,30,18,20000
TJIH01,21,25b,ZZZ5,0.0,120,0,2000
TKAH01,41,10a,02,0.0,120,0,2500
TKOZ01,21,25b,ZZZ2,0.0,120,0,10000
TLAI01,21,25b,ZZZ5,0.0,120,0,5000
TLES03,18,4a,06,0.0,120,0,1500
TLIE01,21,25b,ZZZ5,0.0,120,0,3000
TLOT01,19,4b,03,0.0,120,0,15000
