CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT,REGION_DESC,CCAT_DESC,PARAMETER,PARAMETER_GROUP
NGEE02,40,6b,04,0,120,0,5000,West Cape,Western Cape / Cape Town,,
NGEG01,41,10a,02C,0,120,0,5000,Durban,KZN/DBN,,
NHER01,29,5a,01EXP,0,120,0,5000,Botswana and Exports,Botswana (Exports),,
NJEK01,30,7a,05,0,120,0,5000,Gauteng N - Sandton,Gauteng North - Sandton,,
NJEK02,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
NJIA01,19,4b,03,0,120,0,20000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
NJIA02,31,8a,06,0,120,0,4000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
NJOE01,41,10a,02,0,120,0,15000,Durban,KZN/DBN,,
NJOE02,31,8a,06,0,120,0,10000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
NKEN01,42,10b,02,0,120,0,30000,Midlands,Midlands,,
NKEY01,19,4b,03,0,120,0,2000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
NKIG01,37,11a,06,0,120,0,7500,Free State / Lesotho,Free State,,
NKUG01,46,2b,03,0,120,0,3000,Krugersdorp / Sun City,Krugersdorp Suncity,,
NLAD01,46,2b,03,0,120,0,5000,Krugersdorp / Sun City,Krugersdorp Suncity,,
NLAD02,40,6b,04,0,120,0,4000,West Cape,Western Cape / Cape Town,,
NLAE01,31,8a,06,0,120,0,2000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
NLAG01,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
NLAG02,34,1e,03,0,120,0,2500,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
NLOE01,32,7b,05,0,30,0,2500,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
NLOG01,37,11a,03,0,120,0,5000,Free State / Lesotho,Free State,,
NLUN01,16,1c,03,0,120,0,3000,Pretoria East,Pretoria East,,
NMAD01,39,6a,04,0,120,0,1000,East Cape,Eastern Cape,,
NMAG01,37,11a,03,0,120,0,0,Free State / Lesotho,Free State,,
NMAG02,43,3a,06,0,120,0,5000,Soweto/Lenasia,Soweto / Lenasia,,
NMAI01,43,3a,05,0,120,0,3500,Soweto/Lenasia,Soweto / Lenasia,,
NMAJ01,41,10a,02,0,120,0,4000,Durban,KZN/DBN,,
NMAN01,42,10b,02,0,120,0,5000,Midlands,Midlands,,
NMAO01,36,7c,05,0,120,0,30000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
NMAO02,43,3a,05,0,120,0,10000,Soweto/Lenasia,Soweto / Lenasia,,
NMAS01,25,11b,02,0,60,0,999999,Ermelo / Piet Retief,Ermelo / Piet Retief,,
NMEL01,4,1b,03,0,120,0,1000,Pretoria North/South/West,Pretoria North/South /West,,
NMIG02,30,7a,05,0,120,0,15000,Gauteng N - Sandton,Gauteng North - Sandton,,
NMOE01,2,1a,03,0,120,0,4000,Pretoria Central,Pretoria Central,,
NMOE02,33,1d,03,0,120,0,2000,Pretoria,Pretoria,,
NMOE03,33,1d,03,0,30,0,60000,Pretoria,Pretoria,,
NMOT01,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
NNIA01,37,11a,03,0,120,0,2000,Free State / Lesotho,Free State,,
NNUA02,39,6a,04,0,120,0,2000,East Cape,Eastern Cape,,
NNUA03,39,6a,04,0,120,0,2000,East Cape,Eastern Cape,,
NOMI01,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
NPAO01,40,6b,04,0,30,0,6000,West Cape,Western Cape / Cape Town,,
NPIE02,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
NPIN01,46,2b,03,0,120,0,5000,Krugersdorp / Sun City,Krugersdorp Suncity,,
NRAC01,18,4a,06,0,120,0,3500,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
NRAD01,32,7b,05,0,120,0,5000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
NRAD03,32,7b,05,0,120,0,7500,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
NRAD04,32,7b,05,0,120,0,3000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
NRAK01,46,2b,03,0,120,0,5000,Krugersdorp / Sun City,Krugersdorp Suncity,,
NREK01,45,2a,06,0,120,0,1500,Vaal Triangle,Vaal Triangle,,
NREO02,31,8a,06,0,120,5,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
NREO03,39,6a,04,0,120,0,999999,East Cape,Eastern Cape,,
NSEE01,37,11a,03,0,120,0,5000,Free State / Lesotho,Free State,,
NSEE02,46,2b,03,0,120,0,3000,Krugersdorp / Sun City,Krugersdorp Suncity,,
NSIG01,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
NSIG02,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
NSIO01,16,1c,03,0,120,0,5000,Pretoria East,Pretoria East,,
NSUC02,46,2b,03,0,120,0,5000,Krugersdorp / Sun City,Krugersdorp Suncity,,
NSUD01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
NSUG05,33,1d,03,0,120,0,2000,Pretoria,Pretoria,,
NSUG09,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
NSUG10,32,7b,05,0,120,0,20000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
NSUG13,30,7a,05,0,120,0,20000,Gauteng N - Sandton,Gauteng North - Sandton,,
NSUG14,30,7a,01STU,1,30,12,999999,Gauteng N - Sandton,Gauteng North - Sandton,,
NSUG15,36,7c,05,0,120,0,5000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
NSUG16,29,5a,06,0,120,0,999999,Botswana and Exports,Botswana (Exports),,
NSUN03,32,7b,05C,0,120,0,7000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
NSUO02,31,8a,06,0,120,0,1000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
NSUS01,49,10a,02,0,120,0,1000,Durban,KwaZulu-Natal / Durban,,
NSUS04,42,10b,02,0,120,0,5000,Midlands,Midlands,,
NSUS06,42,10b,02,0,120,0,5000,Midlands,Midlands,,
NSUS07,41,10a,02,0,120,0,1500,Durban,KZN/DBN,,
NSUS09,42,10b,02,0,120,0,2500,Midlands,Midlands,,
NSUS10,41,10a,02,10,30,0,10000,Durban,KZN/DBN,,
NSUS11,40,6b,04,0,120,0,5000,West Cape,Western Cape / Cape Town,,
NSUW01,31,8a,06,0,120,0,2000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
NTOG02,41,10a,02,0,120,0,1500,Durban,KZN/DBN,,
NTOK01,40,6b,04,0,120,0,1500,West Cape,Western Cape / Cape Town,,
NVAD01,42,10b,02,0,120,5,3000,Midlands,Midlands,,
NVAD03,46,2b,03,0,120,0,3000,Krugersdorp / Sun City,Krugersdorp Suncity,,
NVAD05,14,3b,06,0,120,0,1000,Johannesburg CBD,Johannesburg CBD,,
NVAD07,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
NVAD09,39,6a,02,0,120,0,1500,East Cape,Eastern Cape,,
NVAD10,39,6a,03,0,120,5,5000,East Cape,Eastern Cape,,
NVAD11,34,1e,03,0,120,0,1000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
NVAD12,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
NVAD13,46,2b,03,0,120,0,20000,Krugersdorp / Sun City,Krugersdorp Suncity,,
NVAD14,39,6a,04,0,120,0,6000,East Cape,Eastern Cape,,
NVAK01,33,1d,03,0,120,0,4000,Pretoria,Pretoria,,
NVAN04,4,1b,03,0,120,0,1500,Pretoria North/South/West,Pretoria North/South /West,,
NVAR01,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
NVAR03,45,2a,06,0,120,0,5000,Vaal Triangle,Vaal Triangle,,
NVAR05,18,4a,06,0,120,0,7500,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
NVAR06,30,7a,05,0,60,0,999999,Gauteng N - Sandton,Gauteng North - Sandton,,
NVAR07,16,1c,03,0,120,0,2000,Pretoria East,Pretoria East,,
NVAR08,18,4a,06,0,120,0,2000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
NVAR10,18,4a,06,0,120,0,999999,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
NVAS02,41,10a,02,0,120,0,1000,Durban,KZN/DBN,,
NVAS03,34,1e,03,0,120,0,5000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
NVAS05,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
NVAS06,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
NVIE01,18,4a,06,0,120,0,2500,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
NVOA01,33,1d,03,0,120,0,999999,Pretoria,Pretoria,,
NVOH01,30,7a,05,0,120,0,1000,Gauteng N - Sandton,Gauteng North - Sandton,,
NWID01,41,10a,02,0,120,0,7500,Durban,KZN/DBN,,
NWID02,29,5a,01EXP,0,120,0,6000,Botswana and Exports,Botswana (Exports),,
NWIE03,14,3b,06,0,120,0,1000,Johannesburg CBD,Johannesburg CBD,,
NWIG01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
NWYB01,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
NYES01,36,7c,05,0,120,0,1000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
NZAD01,39,6a,02,0,60,0,999999,East Cape,Eastern Cape,,
OALN01,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
OAMP01,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
OAVC01,41,10a,02,0,120,0,1000,Durban,KZN/DBN,,
OAVN01,32,7b,05,0,120,0,10000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
OBHO01,41,10a,02,0,120,0,7500,Durban,KZN/DBN,,
OBLC02,31,8a,05,0,120,0,999999,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
OBOY01,46,2b,05,0,120,5,10000,Krugersdorp / Sun City,Krugersdorp Suncity,,
OBRU01,39,6a,04,0,120,0,3000,East Cape,Eastern Cape,,
OCHN01,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
OCHT01,43,3a,05,0,120,0,1000,Soweto/Lenasia,Soweto / Lenasia,,
OCLI02,32,7b,05,0,120,0,0,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
OCRS01,37,11a,03,0,120,0,25000,Free State / Lesotho,Free State,,
ODOK01,49,10a,02,0,120,0,1000,Durban,KwaZulu-Natal / Durban,,
ODOL01,43,3a,05,0,120,0,2500,Soweto/Lenasia,Soweto / Lenasia,,
OEMN01,39,6a,02,0,30,0,1000,East Cape,Eastern Cape,,
OFLR01,46,2b,05,0,120,0,7500,Krugersdorp / Sun City,Krugersdorp Suncity,,
OFZP01,18,4a,06,0,120,0,4000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
OGKP01,4,1b,03,0,120,0,1500,Pretoria North/South/West,Pretoria North/South /West,,
OGLV02,39,6a,02,0,120,0,2000,East Cape,Eastern Cape,,
OGMP01,37,11a,06,0,120,0,2500,Free State / Lesotho,Free State,,
OGOD01,4,1b,01,0,120,0,500,Pretoria North/South/West,Pretoria North/South /West,,
OGOD04,47,2c,06,0,120,0,999999,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
OGOD05,47,2c,06,0,120,0,5000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
OGOL01,32,7b,07,0,120,0,10000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
OGRB01,47,2c,06,0,120,0,3000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
OGRL01,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
OGRV01,47,2c,06,0,120,0,999999,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
OHOS03,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
OJEN01,29,5a,06,0,120,0,5000,Botswana and Exports,Botswana (Exports),,
OKGM01,31,8a,06,0,120,0,999999,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
OKGM02,2,1a,03,0,120,0,999999,Pretoria Central,Pretoria Central,,
OKHM01,18,4a,06,0,120,0,0,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
OKHZ01,19,4b,03,0,120,0,999999,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
OKLO01,49,10a,02,0,120,0,1000,Durban,KwaZulu-Natal / Durban,,
OKOL01,37,11a,03,0,120,0,7500,Free State / Lesotho,Free State,,
OKRP01,43,3a,06,0,120,0,2000,Soweto/Lenasia,Soweto / Lenasia,,
OLCP01,40,6b,04,0,120,0,0,West Cape,Western Cape / Cape Town,,
OMMW01,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
OMOD01,14,3b,06,0,120,0,10000,Johannesburg CBD,Johannesburg CBD,,
OMOD02,49,10a,02,0,120,0,1000,Durban,KwaZulu-Natal / Durban,,
OMOD04,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
OMOI01,32,7b,05,0,120,0,999999,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
OMOL01,30,7a,05,0,120,0,20000,Gauteng N - Sandton,Gauteng North - Sandton,,
OMOS01,14,3b,06,0,120,0,1000,Johannesburg CBD,Johannesburg CBD,,
OMOS03,46,2b,07,0,120,0,10000,Krugersdorp / Sun City,Krugersdorp Suncity,,
OMOS05,43,3a,06,0,120,0,10000,Soweto/Lenasia,Soweto / Lenasia,,
ONKS01,14,3b,06,0,120,0,2000,Johannesburg CBD,Johannesburg CBD,,
ONOR01,43,3a,06,0,120,0,2000,Soweto/Lenasia,Soweto / Lenasia,,
ONSP01,37,11a,03,0,120,0,5000,Free State / Lesotho,Free State,,
OPHO01,32,7b,06,0,120,0,5000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
OPRF01,40,6b,04C,0,120,0,5000,West Cape,Western Cape / Cape Town,,
OPRO02,43,3a,06,0,120,0,5000,Soweto/Lenasia,Soweto / Lenasia,,
OPRP01,39,6a,02,0,120,0,5000,East Cape,Eastern Cape,,
OPRV02,46,2b,03,0,120,0,15000,Krugersdorp / Sun City,Krugersdorp Suncity,,
OPSP01,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
OROP01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
OROS04,37,11a,03,0,120,0,10000,Free State / Lesotho,Free State,,
OSLP01,39,6a,02,0,120,0,20000,East Cape,Eastern Cape,,
OSTL01,42,10b,02,0,120,0,5000,Midlands,Midlands,,
OSTU01,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
OSYN01,36,7c,05,0,120,0,999999,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
OTHM02,31,8a,06,0,120,0,4000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
OWOD01,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
OWOD02,46,2b,05,0,120,0,10000,Krugersdorp / Sun City,Krugersdorp Suncity,,
OWRB01,25,11b,06,0,120,0,5000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
OYPP01,47,2c,06,0,120,0,999999,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
PASE01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
PASE02,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
PBAE01,25,11b,06,0,120,0,999999,Ermelo / Piet Retief,Ermelo / Piet Retief,,
PCOP01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
PDIL01,2,1a,03,0,120,0,999999,Pretoria Central,Pretoria Central,,
PDIP01,47,2c,06,0,120,0,15000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
PDIP02,2,1a,03,0,120,0,1000,Pretoria Central,Pretoria Central,,
PDUI01,43,3a,06,0,120,0,1500,Soweto/Lenasia,Soweto / Lenasia,,
PDUL01,47,2c,06,0,120,0,3000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
PESL01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
PGOA01,39,6a,04,0,30,0,0,East Cape,Eastern Cape,,
PHYE03,19,4b,03,0,120,0,3000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
PMAU02,34,1e,03,0,120,0,999999,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
PMOA01,19,4b,03,0,120,0,20000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
PMOH01,37,11a,03,0,30,0,1000,Free State / Lesotho,Free State,,
POPE01,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
PPAP01,40,6b,04C,0,120,0,5000,West Cape,Western Cape / Cape Town,,
PPAP02,40,6b,04C,0,120,0,5000,West Cape,Western Cape / Cape Town,,
PRAH01,18,4a,06,0,120,0,5000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
PSEE01,33,1d,03,0,120,0,2000,Pretoria,Pretoria,,
PSEI01,4,1b,03,0,120,0,2000,Pretoria North/South/West,Pretoria North/South /West,,
PSUE03,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
RAFI01,46,2b,07,0,90,0,10000,Krugersdorp / Sun City,Krugersdorp Suncity,,
RAFO02,2,1a,03,0,120,0,20000,Pretoria Central,Pretoria Central,,
RAMA01,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
RBAN01,32,7b,05,0,120,0,3000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
RBAR01,31,8a,05,0,120,0,7500,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
RBEG01,39,6a,04,0,120,0,5000,East Cape,Eastern Cape,,
RBEM01,36,7c,05,0,120,0,5000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
RBUG01,25,11b,02,0,120,0,10000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
RBUG02,40,6b,04C,0,120,0,5000,West Cape,Western Cape / Cape Town,,
RBUN01,32,7b,05,0,120,0,3000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
RCAE01,39,6a,04,0,120,0,20000,East Cape,Eastern Cape,,
RCAE03,46,2b,05,0,120,0,10000,Krugersdorp / Sun City,Krugersdorp Suncity,,
RCAR01,2,1a,03,0,120,0,7500,Pretoria Central,Pretoria Central,,
RCON01,2,1a,03,0,120,0,2000,Pretoria Central,Pretoria Central,,
RCON02,46,2b,03,0,120,0,2000,Krugersdorp / Sun City,Krugersdorp Suncity,,
RCON05,2,1a,03,0,120,0,1500,Pretoria Central,Pretoria Central,,
RDAR01,36,7c,05,0,120,0,4000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
RDOF01,31,8a,06,0,120,0,0,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
RDOF02,30,7a,05,0,120,0,5000,Gauteng N - Sandton,Gauteng North - Sandton,,
RDUB01,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
RFER01,39,6a,04,0,120,0,1000,East Cape,Eastern Cape,,
RFER02,19,4b,03,0,120,0,500,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
RFOE01,37,11a,03,0,120,0,2000,Free State / Lesotho,Free State,,
RHIS01,2,1a,03,0,120,0,2000,Pretoria Central,Pretoria Central,,
RIBA01,49,10a,02,0,60,0,999999,Durban,KwaZulu-Natal / Durban,,
RJOD02,31,8a,06,0,120,0,4000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
RKAE01,25,11b,02,0,120,0,10000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
RKAI01,49,10a,02,0,30,0,3500,Durban,KwaZulu-Natal / Durban,,
RKOB01,4,1b,03,0,120,0,2000,Pretoria North/South/West,Pretoria North/South /West,,
RLEO01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
RLEO02,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
RLEO03,39,6a,02,0,120,0,2000,East Cape,Eastern Cape,,
RLEO04,47,2c,06,0,120,0,5000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
RLEO05,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
RLEO06,39,6a,04,0,120,0,5000,East Cape,Eastern Cape,,
RMAA01,47,2c,03,0,120,0,7500,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
RMAA02,47,2c,03,0,120,0,5000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
RMAA03,4,1b,03,0,120,0,5000,Pretoria North/South/West,Pretoria North/South /West,,
RMAB02,34,1e,03,0,120,0,18000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
RMAE02,45,2a,06,0,120,0,1000,Vaal Triangle,Vaal Triangle,,
RMAK03,14,3b,06,0,120,0,1500,Johannesburg CBD,Johannesburg CBD,,
RMAT02,14,3b,05,0,120,0,500,Johannesburg CBD,Johannesburg CBD,,
RMEC01,30,7a,99999,0,120,0,2000,Gauteng N - Sandton,Gauteng North - Sandton,,
RMUR01,33,1d,03,0,120,0,3000,Pretoria,Pretoria,,
RNOT01,32,7b,05,0,120,0,2000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
RNOT02,32,7b,05,0,120,0,0,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
RNOT03,45,2a,06,0,120,5,1000,Vaal Triangle,Vaal Triangle,,
RNUD01,36,7c,05,0,120,0,3000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
ROUI01,29,5a,01EXP,0,120,0,999999,Botswana and Exports,Botswana (Exports),,
RPAK01,25,11b,05,0,120,0,5000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
RPAK02,45,2a,06,0,120,0,4000,Vaal Triangle,Vaal Triangle,,
RPAK03,45,2a,06,0,120,0,500,Vaal Triangle,Vaal Triangle,,
RPAK04,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
RPAK05,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
RPAM03,39,6a,04,0,120,0,20000,East Cape,Eastern Cape,,
RPES01,41,10a,02,0,120,0,999999,Durban,KZN/DBN,,
RPES02,41,10a,02,0,30,0,2000,Durban,KZN/DBN,,
RPEU01,41,10a,02,0,120,0,1000,Durban,KZN/DBN,,
RSPI01,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
RSPI02,40,6b,04,0,120,0,5000,West Cape,Western Cape / Cape Town,,
RSTA01,40,6b,04,0,120,0,5000,West Cape,Western Cape / Cape Town,,
RSTA02,41,10a,02,0,120,0,500,Durban,KZN/DBN,,
RSTA03,33,1d,03,0,120,0,2500,Pretoria,Pretoria,,
RSTA04,41,10a,02,0,120,0,20000,Durban,KZN/DBN,,
RSTY01,39,6a,02,0,120,0,500,East Cape,Eastern Cape,,
RTOG05,46,2b,03,0,120,0,4000,Krugersdorp / Sun City,Krugersdorp Suncity,,
RTOG15,33,1d,03,0,120,0,7000,Pretoria,Pretoria,,
RTOG16,19,4b,03,0,120,0,10000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
RTOG17,14,3b,06,0,60,0,999999,Johannesburg CBD,Johannesburg CBD,,
RTOG18,47,2c,06,0,60,0,999999,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
RTOG19,31,8a,06,0,60,0,999999,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
RTOG20,39,6a,04,0,60,0,999999,East Cape,Eastern Cape,,
RUNO01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
RVAI01,41,10a,02,0,120,0,0,Durban,KZN/DBN,,
RVAI03,31,8a,06,0,120,0,15000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
RVEE01,45,2a,06,0,120,0,500,Vaal Triangle,Vaal Triangle,,
RVOS01,47,2c,07,0,120,0,2000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
RVOS02,34,1e,03,0,120,0,5000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
SASO03,16,1c,03C,0,30,0,999999,Pretoria East,Pretoria East,,
SBET02,37,11a,03,0,120,0,5000,Free State / Lesotho,Free State,,
SCAS01,49,10a,02,0,120,0,2500,Durban,KwaZulu-Natal / Durban,,
SCAS02,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
SCAS03,49,10a,02,0,120,0,1000,Durban,KwaZulu-Natal / Durban,,
SDEA01,47,2c,05,0,120,0,10000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
SEAT03,31,8a,06,0,120,5,2000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
SEKT02,2,1a,03,0,120,0,500,Pretoria Central,Pretoria Central,,
SEKT03,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
SESE01,41,10a,02,0,120,0,1000,Durban,KZN/DBN,,
SESI01,31,8a,06,0,120,0,2000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
SFIM01,30,7a,05,0,30,0,3000,Gauteng N - Sandton,Gauteng North - Sandton,,
SFOC01,40,6b,01,0,120,0,30000,West Cape,Western Cape / Cape Town,,
SHAS01,4,1b,03,0,30,0,500,Pretoria North/South/West,Pretoria North/South /West,,
SHAS03,18,4a,06,0,120,0,7000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
SHAS04,16,1c,03,0,120,0,2000,Pretoria East,Pretoria East,,
SINI02,41,10a,02,0,120,0,2500,Durban,KZN/DBN,,
SJAS01,43,3a,05,0,120,0,5000,Soweto/Lenasia,Soweto / Lenasia,,
SKAI01,41,10a,02,0,120,0,1500,Durban,KZN/DBN,,
SKEH01,43,3a,05,0,120,0,999999,Soweto/Lenasia,Soweto / Lenasia,,
SLEE01,32,7b,05,0,120,5,3000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
SLEE03,14,3b,06,0,120,0,2500,Johannesburg CBD,Johannesburg CBD,,
SLEE04,32,7b,06,0,30,0,2000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
SLEH01,37,11a,03,0,120,0,7500,Free State / Lesotho,Free State,,
SLEO01,46,2b,03,0,120,0,1000,Krugersdorp / Sun City,Krugersdorp Suncity,,
SLIS01,39,6a,04,0,120,0,1000,East Cape,Eastern Cape,,
SLUT01,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
SMAE02,19,4b,03,0,120,0,0,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
SMAE03,18,4a,06,0,120,0,1000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
SMAI01,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
SMIT01,16,1c,03,0,120,0,3000,Pretoria East,Pretoria East,,
