CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT,COMM_METHOD,COMMISSION,REP_DESC_CLEAN,REP_GROUP,PARAMETER,REGION_DESC,PROVINCE,CCAT_DESC,CCAT_GROUP
MNAI01,21,25b,ZZZ5,0,120,0,5000,,,,,Closed,,,,
MNSARK,13,9a,SALE,0,120,0,999999,,,,,,,,sale goods,Channel: Retail
MORO01,21,25b,ZZZ5,0,120,0,2500,,,,,,,,,
MOSA01,31,8a,06,0,120,0,75000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
MOSA02,31,8a,06,0,120,0,1500,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
MOSA03,31,8a,06,0,30,0,999999,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
MOSAOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
MPIV01,20,25a,ZZZ2,0,120,0,0,,,,,,,,,
MRAA02,20,25a,CITC,0,120,0,1000,Sales,0.5,,Unclassified_Missing_Data,,,,,
MRAA03,4,1b,03,0,120,0,1000,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
MRAD01,41,10a,02,0,120,0,1500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
MRAD02,41,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
MRAJ01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
MRAK01,42,10b,02,0,120,0,4000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
MRAKOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Closed,,,Consignment,Channel: Consignment
MRAL01,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
MRAL02,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
MRAL03,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
MRAL04,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
MRAO01,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
MRAO02,20,25a,ZZZ2,0,120,0,2000,,,,,,,,,
MRAO03,20,25a,ZZZ4,0,120,0,3000,,,,,,,,,
MRAP01,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
MRAR01,49,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
MRAR02,41,10a,02,0,30,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
MRAS01,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
MRAU01,21,25b,ZZZ5,0,120,0,0,,,,,Closed,,,,
MSAU01,39,6a,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
MSAW01,40,6b,04C,0,120,0,999,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
MSAW02,40,6b,04C,0,120,0,999999,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
MSAWC1,5,20a,CON4S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
MSAWC1,5,20a,CON4S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
MSAWC2,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
MSIO01,31,8a,06,0,120,0,15000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
MSIP01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
MSIP02,39,6a,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
MSIT01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
MSIT02,41,10a,02,0,120,0,7500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
MSOE01,39,6a,04,0,120,0,3500,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
MSOE02,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
MSUM01,39,6a,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
MSYO01,40,6b,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
MTAB01,32,7b,05,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
MTEB01,14,3b,05,0,120,0,3000,Sales,0.5,RL,Sales Rep,,Johannesburg CBD,Gauteng,,
MYBT01,41,10a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NANI01,14,3b,06,0,30,0,2000,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
NBAK01,30,7a,05,0,120,0,3000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
NBEJ01,32,7b,05,0,120,0,10000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
NBEM01,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
NBEM02,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
NBEM03,30,7a,05,0,120,0,2500,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
NBET01,21,25b,ZZZ5,0,120,0,1000,,,,,Closed,,,,
NBOD01,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
NBOO01,41,10a,02,0,30,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NBOT01,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
NBOT02,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
NBOT03,21,25b,ZZZ5,0,120,0,1000,,,,,Closed,,,,
NCAI01,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
NDAI01,41,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NDAI02,30,7a,05,0,120,0,1000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
NDEI01,21,25b,ZZZ5,0,120,0,0,,,,,,,,,
NDUD01,21,25b,ZZZ5,0,120,0,5000,,,,,Closed,,,,
NERE01,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
NFIE01,21,25b,ZZZ1,0,120,0,0,,,,,,,,,
NFIM01,39,6a,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
NGEE01,30,7a,05,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
NGEE02,40,6b,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
NGEG01,41,10a,02C,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NGEGC1,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
NHAO01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
NHER01,29,5a,01EXP,0,120,0,5000,Gross Profit,0.5,EXPORTS,Channel: Export,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
NINO01,3,9a,01,0,60,0,999999,Sales,0.0,HEAD OFFICE,Internal Sales,,,,Speciality stores,Channel: Retail (Specialty)
NJAE01,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
NJAS01,21,25b,ZZZ5,0,120,0,6000,,,,,,,,,
NJEK01,30,7a,05,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
NJEK02,31,8a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
NJIA01,19,4b,03,0,120,0,20000,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
NJIA02,31,8a,06,0,120,0,4000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
NJIAC1,5,20a,CONS3,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NJIAC1,5,20a,CONS3,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NJIAOC,5,20a,STAND,0,30,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,,,,Consignment,Channel: Consignment
NJOE01,41,10a,02,0,120,0,15000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NJOE02,31,8a,06,0,120,0,10000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
NJOE03,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
NKEN01,42,10b,02,0,120,0,30000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
NKEY01,19,4b,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
NKEYOC,5,20a,STAND,0,30,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NKIG01,37,11a,06,0,120,0,7500,Sales,0.0,DA,Sales Rep,,Free State / Lesotho,Free State,,
NKIG02,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
NKIGOC,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NKOQ01,39,6a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,Trading Account,East Cape,Eastern Cape,,
NKOQC1,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NKOQOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
NKUG01,46,2b,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
NLAD01,46,2b,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
NLAD02,40,6b,04,0,120,0,4000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
NLAE01,31,8a,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
NLAE02,21,25b,ZZZ1,0,120,0,5000,,,,,,,,,
NLAG01,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
NLAG02,34,1e,03,0,120,0,2500,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
NLIK01,21,25b,ZZZ5,0,120,0,4000,,,,,Closed,,,,
NLOE01,32,7b,05,0,30,0,2500,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
NLOG01,37,11a,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
NLUN01,16,1c,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Pretoria East,Gauteng,,
NMAA01,20,25a,ZZZ2,0,120,0,1000,,,,,,,,,
NMAA02,21,25b,ZZZ,0,120,0,2000,,,,,Closed,,,,
NMAA03,20,25a,CITC,0,120,0,3500,Sales,0.5,,Unclassified_Missing_Data,,,,,
NMAD01,39,6a,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
NMAD02,20,25a,ZZZ3,0,120,0,2000,,,,,,,,,
NMAG01,37,11a,03,0,120,0,0,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
NMAG02,43,3a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
NMAI01,43,3a,05,0,120,0,3500,Sales,0.5,RL,Sales Rep,,Soweto/Lenasia,Gauteng,,
NMAJ01,41,10a,02,0,120,0,4000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NMAN01,42,10b,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
NMAO01,36,7c,05,0,120,0,30000,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
NMAO02,43,3a,05,0,120,0,10000,Sales,0.5,RL,Sales Rep,,Soweto/Lenasia,Gauteng,,
NMAOC1,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NMAOCC,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
NMAOOC,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
NMAS01,25,11b,02,0,60,0,999999,Sales,0.5,R,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
NMEL01,4,1b,03,0,120,0,1000,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
NMESOC,6,21a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Advertising Appro,Internal: Advertising
NMIG01,21,25b,ZZZ5,0,120,0,15000,,,,,Closed,,,,
NMIG02,30,7a,05,0,120,0,15000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
NMIGC1,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NMIGC2,5,20a,CON5S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NMIGC2,5,20a,CON5S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NMOE01,2,1a,03,0,120,0,4000,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
NMOE02,33,1d,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
NMOE03,33,1d,03,0,30,0,60000,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
NMOEOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NMOT01,49,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NNIA01,37,11a,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
NNUA02,39,6a,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
NNUA03,39,6a,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
NOMI01,49,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NPAO01,40,6b,04,0,30,0,6000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
NPIE01,21,25b,ZZZ5,0,120,0,1500,,,,,,,,,
NPIE02,40,6b,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
NPIN01,46,2b,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
NPINC1,5,20a,CONS3,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NPUS01,21,25b,ZZZ,0,120,0,5000,,,,,,,,,
NRAC01,18,4a,06,0,120,0,3500,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
NRAD01,32,7b,05,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
NRAD02,21,25b,ZZZ5,0,120,0,4000,,,,,,,,,
NRAD03,32,7b,05,0,120,0,7500,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
NRAD04,32,7b,05,0,120,0,3000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
NRADC1,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NRADOC,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NRAK01,46,2b,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
NRAS01,5,20a,05,0,30,0,5000,Sales,0.5,RL,Sales Rep,,,,Consignment,Channel: Consignment
NRASC1,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NREK01,45,2a,06,0,120,0,1500,Sales,0.0,DA,Sales Rep,,Vaal Triangle,Gauteng,,
NREO01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
NREO02,31,8a,06,0,120,5,5000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
NREO03,39,6a,04,0,120,0,999999,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
NSADOC,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
NSEE01,37,11a,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
NSEE02,46,2b,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
NSIG01,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NSIG02,41,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NSIO01,16,1c,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Pretoria East,Gauteng,,
NSUC01,21,25b,ZZZ5,0,120,0,5000,,,,,Closed,,,,
NSUC02,46,2b,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
NSUC10,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotion,,,Consignment,Channel: Consignment
NSUD01,41,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NSUERM,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NSUERM,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NSUEYE,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NSUEYE,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NSUF01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
NSUG01,21,25b,ZZZ5,0,120,3,999999,,,,,,,,,
NSUG02,21,25b,ZZZ5,0,120,0,5000,,,,,Closed,,,,
NSUG04,5,20a,CONS,0,120,0,1000,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
NSUG05,33,1d,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
NSUG09,41,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NSUG10,32,7b,05,0,120,0,20000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
NSUG11,41,10a,02,0,120,0,0,Sales,0.5,R,Sales Rep,Trading Account,Durban,KwaZulu-Natal,,
NSUG13,30,7a,05,0,120,0,20000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
NSUG14,30,7a,01STU,1,30,12,999999,Sales,0.5,HEAD OFFICE,Internal Sales,,Gauteng N - Sandton,Gauteng,,
NSUG15,36,7c,05,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
NSUG16,29,5a,06,0,120,0,999999,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
NSUG17,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
NSUGC1,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NSUGC2,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NSUGC3,5,20a,CONS5,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
NSUGC4,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
NSUGC5,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NSUGC5,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NSUGC7,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
NSUGC8,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NSUGC9,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotion,,,Consignment,Channel: Consignment
NSUGEG,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NSUGEG,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NSUGEM,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
NSUGER,21,25b,99999,0,30,0,999999,,,,,,,,,
NSUGHT,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
NSUGME,5,20a,CON3S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NSUGOC,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NSUGSZ,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NSUGZS,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NSUGZS,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
NSUHC1,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
NSUMEN,5,20a,CONS3,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
NSUN01,21,25b,ZZZ5,0,120,0,4000,,,,,Closed,,,,
NSUN02,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
NSUN03,32,7b,05C,0,120,0,7000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
NSUO02,31,8a,06,0,120,0,1000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
NSUO03,21,25b,ZZZ5,0,120,0,10000,,,,,Closed,,,,
NSUOO2,3,9a,01N,0,120,0,999999,,,,,,,,Speciality stores,Channel: Retail (Specialty)
NSUOOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
NSUOPT,5,20a,PROMO,0,120,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
NSUS01,49,10a,02,0,120,0,1000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NSUS02,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
NSUS03,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
NSUS04,42,10b,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
NSUS05,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
NSUS06,42,10b,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
NSUS07,41,10a,02,0,120,0,1500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NSUS08,21,25b,ZZZ5,0,120,0,30000,,,,,Closed,,,,
NSUS09,42,10b,02,0,120,0,2500,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
NSUS10,41,10a,02,10,30,0,10000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NSUS11,40,6b,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
NSUSC1,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NSUSOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
NSUV01,21,25b,ZZZ5,0,120,0,1500,,,,,,,,,
NSUW01,31,8a,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
NSUWR1,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NTOG02,41,10a,02,0,120,0,1500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
NTOK01,40,6b,04,0,120,0,1500,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
NVAA01,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
NVAB01,5,20a,02,0,120,0,2500,Sales,0.5,R,Sales Rep,,,,Consignment,Channel: Consignment
NVABC1,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotion,,,Consignment,Channel: Consignment
NVABCO,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
NVABOC,5,20a,ZZZ5,0,120,0,999999,,,,,Closed,,,Consignment,Channel: Consignment
NVAD01,42,10b,02,0,120,5,3000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
NVAD02,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
NVAD03,46,2b,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
NVAD04,21,25b,ZZZ5,0,120,0,4000,,,,,Closed,,,,
NVAD05,14,3b,06,0,120,0,1000,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
NVAD07,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
NVAD08,21,25b,ZZZ,0,120,0,2000,,,,,Closed,,,,
