CUSTOMER_NUMBER,FIN_PERIOD,DEPOSIT_DATE,DEPOSIT_REF,BANK_AMT,DISCOUNT,TOT_PAYMENT
IISS01,201908,2019-10-21,DB08-130,-5685.75,-299,-5685
IJON02,201903,2019-05-14,DB03-094,-38.9,-1,-38
IKNG01,201908,2019-10-21,DB08-126,-3021.0,0,-3021
IKRE05,201907,2019-09-20,DD07-008,-484.44,0,-484
IMEE01,202011,2020-01-20,DB11-064,-220.76,0,-220
IMER03,201905,2019-07-08,DB05-054,-7700.12,0,-7700
IMER03,201906,2019-08-08,DB06-042,-577.02,0,-577
IMER03,201907,2019-09-10,DD07-003,0.0,-202,0
IMER03,201907,2019-09-11,DB07-068,-2308.63,0,-2308
IMER03,201908,2019-10-08,DB08-047,-6445.85,-368,-6445
IMER03,201909,2019-11-13,DB09-059,-2769.37,0,-2769
IMER03,202011,2020-01-16,DB11-050,-6873.97,0,-6873
IMGL01,201905,2019-07-22,DB05-166,-10311.2,-1144,-10310
IMGL01,201908,2019-10-30,DB08-207,-1387.11,-154,-1387
IMUR01,201908,2019-10-10,DB08-061,-178.92,0,-178
IMUR01,202011,2020-01-09,DB11-029,-45.54,0,-45
INAC01,201906,2019-08-12,DD06-005,-259.92,-13,-259
INAD01,201903,2019-05-25,DB03-153,-210.9,0,-210
INAD01,201904,2019-06-20,DB04-107,-181.95,-9,-181
INAD01,201906,2019-08-23,DD06-011,-39.9,0,-39
INAD01,202011,2020-01-21,DD11-008,-485.71,-32,-485
INAD02,201904,2019-06-28,DB04-178,-3906.6,0,-3906
INAD02,201908,2019-10-04,DD08-002,-39.9,0,-39
INAD02,202011,2020-01-07,DB11-012,-404.58,0,-404
INAD04,201908,2019-10-21,DB08-124,-1385.04,0,-1385
INAD04,202011,2020-01-28,DB11-140,-2580.84,0,-2580
INAD07,201908,2019-10-22,DB08-141,-18.81,0,-18
INAD10,201904,2019-06-21,DB04-117,-202.52,-10,-202
INAD10,201908,2019-10-23,DD08-013,-785.12,-41,-785
INAD17,201910,2019-12-09,DD10-005,-4319.17,0,-4319
INDM01,201907,2019-09-25,DB07-159,-6988.59,0,-6988
INDM01,202011,2020-01-07,DD11-002,-1351.59,0,-1351
INJK01,201908,2019-10-25,DB08-170,-1424.94,0,-1424
ISAL01,201904,2019-06-20,DB04-112,-3298.5,0,-3298
ISAL01,201906,2019-08-05,DD06-002,-2183.88,0,-2183
ISAV01,201903,2019-05-17,DD03-011,0.0,-178,0
ISHN01,201909,2019-11-06,DB09-027,-1000.0,0,-1000
ISMT06,201905,2019-07-01,DB05-011,-329.24,-16,-328
ISMT06,202011,2020-01-17,DB11-059,-43.26,-2,-43
ISMT08,201907,2019-09-23,DB07-144,-153.84,0,-153
ISPL02,201904,2019-06-26,DB04-152,-5148.59,-270,-5148
ISPL02,201905,2019-07-18,DB05-141,-3134.2,-164,-3134
ISPL02,201907,2019-09-19,DB07-126,-1272.51,-69,-1272
ISPL02,201908,2019-10-21,DB08-133,-2534.22,-133,-2534
ISPL02,201909,2019-11-25,DB09-125,-373.64,0,-373
ISPL02,201909,2019-11-28,DB09-157,-3413.61,-179,-3413
ISPL02,201910,2019-12-20,DB10-133,-1039.82,-54,-1039
ISPL02,202011,2020-01-28,DB11-150,-1061.34,-55,-1061
ITHV02,201909,2019-11-06,DB09-025,-1424.94,0,-1424
ITJB01,201905,2019-07-19,DB05-152,-2600.0,0,-2600
ITJB01,201906,2019-08-23,DB06-123,-1500.0,0,-1500
ITJB01,201907,2019-09-20,DB07-132,-1000.0,0,-1000
ITJB01,201909,2019-11-21,DB09-114,-1000.0,0,-1000
ITJB01,201910,2019-12-19,DD10-008,-4536.56,0,-4536
ITRC01,201906,2019-08-21,DD06-009,-188.1,0,-188
ITRM01,201905,2019-07-30,DD05-018,-329.24,-16,-328
IWET02,202011,2020-01-21,DB11-077,-7753.01,0,-7753
JKAE01,201906,2019-08-28,DB06-158,-213.18,0,-213
JKAE01,201909,2019-11-15,DB09-069,-236.49,0,-236
JSUE02,202010,2019-12-31,DB10-158,-106.02,0,-106
JSUE03,201910,2019-12-11,DB10-048,-638.97,-33,-638
JWIN01,201904,2019-06-20,DB04-111,-8398.67,-531,-8398
JWIN01,201907,2019-09-11,DB07-112,-681.82,-144,-681
JWIN01,201908,2019-10-11,DB08-095,-37.57,-7,-37
JWIN01,201909,2019-11-06,DB09-029,-3575.61,-397,-3575
JWIN01,201909,2019-11-12,DB09-088,-1832.04,-388,-1832
KATI02,201904,2019-06-26,DB04-140,-1524.75,0,-1524
KATI02,201904,2019-06-28,DD04-015,0.0,-160,0
KATI02,201905,2019-07-26,DB05-193,-2620.86,-136,-2620
KATI02,201906,2019-08-28,DB06-167,-224.7,0,-224
KBAE01,201909,2019-11-30,DB09-185,-1964.74,-218,-1964
KBAE01,202010,2019-12-30,DB10-152,-1999.94,-285,-1999
KBEK01,201810,2018-12-10,DD10-005,-489.06,0,0
KDEL01,201904,2019-06-01,DB04-001,-1229.21,-64,-1229
KDEL01,201906,2019-08-01,DB06-007,-2850.12,0,-2850
KDEL01,201908,2019-10-01,DB08-002,-2504.81,-131,-2504
KDEL01,201909,2019-11-01,DB09-003,-177.29,-9,-177
KDEL01,201910,2019-12-03,DB10-014,-1429.51,-75,-1429
KDEO03,201906,2019-08-28,DD06-013,-27.36,0,-27
KDEO04,201905,2019-07-01,DB05-006,-909.72,-46,-908
KDEO04,201905,2019-07-01,DB05-014,-22652.72,-2496,-22652
KDEO04,201909,2019-11-06,DB09-024,-62.76,-3,-62
KDIG01,201905,2019-07-19,DB05-151,-1048.8,0,-1048
KDIG01,201910,2019-12-27,DB10-151,-768.24,0,-768
KDIG01,202011,2020-01-10,DD11-003,-3644.0,0,-3644
KDIG02,201903,2019-05-31,DB03-216,-3679.35,0,-3679
KDIG02,201905,2019-07-08,DB05-056,-7358.7,0,-7358
KDIG02,201906,2019-08-16,DB06-067,-346.56,0,-346
KDIG02,201910,2019-12-09,DB10-040,-3644.13,0,-3644
KFAT01,201906,2019-08-26,DB06-134,-12418.76,-653,-12418
KFAT01,201906,2019-08-27,DB06-147,-6151.44,-323,-6151
KFAT01,201908,2019-10-28,DB08-185,-82.58,-4,-82
KFAT02,201904,2019-06-26,DB04-146,-70.39,-3,-70
KKEA01,201904,2019-06-04,DB04-017,-7000.0,0,-7000
KKEA01,201908,2019-10-08,DB08-043,-860.93,-45,-860
KKEA01,201910,2019-12-19,DB10-090,-91.5,0,-91
KKEA02,202011,2020-01-22,DB11-089,-2012.04,0,-2012
KKOS01,201810,2018-12-10,DD10-005,-5000.0,0,0
KKOS01,201905,2019-07-22,DB05-167,-16000.0,0,-16000
KKOS01,201906,2019-08-14,DD06-007,-8000.0,0,-8000
KKOS01,201906,2019-08-21,DD06-009,-8000.0,0,-8000
KKOS01,201907,2019-09-16,DD07-007,-8000.0,0,-8000
KKOS01,201908,2019-10-09,DB08-054,-438.84,-53,-438
KKOS01,201908,2019-10-09,DB08-056,-5000.0,0,-5000
KKOS01,201909,2019-11-25,DD09-016,-5000.0,0,-5000
KKOS01,201910,2019-12-09,DD10-005,-4529.08,0,-4529
KLEH01,201904,2019-06-21,DB04-118,-1000.0,0,-1000
KLEH01,201904,2019-06-24,DB04-126,-2271.2,0,-2271
KLEH01,201905,2019-07-13,DB05-110,-1000.0,0,-1000
KLEH01,201906,2019-08-27,DB06-148,-500.0,0,-500
KLEH01,201909,2019-11-28,DB09-166,-500.0,0,-500
KLEH01,201910,2019-12-20,DB10-123,-500.0,0,-500
KLEH01,202011,2020-01-22,DB11-087,-575.0,0,-575
KMAA02,201905,2019-07-03,DB05-027,-20027.52,-2224,-20026
KMAA02,201907,2019-09-23,DB07-140,-4510.58,-504,-4510
KMAA02,201908,2019-10-28,DB08-183,-1964.74,-218,-1964
KMAA02,201909,2019-11-27,DB09-149,-11776.71,-1308,-11776
KMAA02,202011,2020-01-23,DB11-093,-7867.96,-1196,-7867
KMAA04,201905,2019-07-13,DB05-108,-6156.0,0,-6156
KMAG01,201910,2019-12-20,DB10-126,-1305.3,0,-1305
KMAH01,201910,2019-12-19,DB10-096,-177.5,0,-177
KMAH01,201910,2019-12-20,DB10-128,-2600.0,0,-2600
KMOH01,201903,2019-05-31,DD03-020,-3000.0,0,-3000
KMOH01,201905,2019-07-16,DD05-011,-2621.38,0,-2621
KMOO01,201909,2019-11-26,DB09-141,-1038.32,0,-1038
KMOO01,201910,2019-12-24,DB10-150,-519.16,0,-519
KMOO02,201903,2019-05-31,DD03-020,-2000.0,0,-2000
KMOO02,201904,2019-06-28,DD04-015,-9318.4,0,-9318
KMOO02,201906,2019-08-21,DB06-106,-359.04,0,-359
KMOO03,201909,2019-11-16,DB09-073,-1500.0,0,-1500
KMOO03,202011,2020-01-15,DB11-047,-900.0,0,-900
KMOO05,202011,2020-01-06,DD11-001,-5814.0,0,-5814
KMOW01,201910,2019-12-02,DB10-011,-1000.0,0,-1000
KNIS01,201905,2019-07-11,DB05-099,-1267.24,-102,-1266
KNIS01,201907,2019-09-11,DB07-101,-132.4,-3,-132
KOSO01,201903,2019-05-27,DB03-165,-504.45,-225,-504
KOSO01,201905,2019-07-16,DB05-115,-572.86,-190,-572
KOSO01,201906,2019-08-26,DB06-125,-312.08,-104,-312
KOSO01,202011,2020-01-20,DB11-070,-4929.08,-833,-4929
KSAS02,201903,2019-05-31,DB03-215,-1561.8,0,-1561
KSAS02,201904,2019-06-28,DB04-165,-1483.72,0,-1482
KSAS02,201905,2019-07-11,DD05-008,0.0,-78,0
KSAS02,201905,2019-07-31,DB05-222,-39.04,0,-39
KSAS02,201906,2019-08-30,DB06-183,-6.5,0,-6
KSAS02,201908,2019-10-31,DB08-219,-536.09,0,-536
KSAS02,202010,2019-12-31,DB10-168,-193.8,0,-193
LALI01,201909,2019-11-26,DD09-017,-63.21,0,-63
LALY02,201906,2019-08-08,DB06-040,-114.0,0,-114
LBAF01,201903,2019-05-23,DB03-142,-8907.68,-1272,-8907
LBAF01,201903,2019-05-28,DB03-168,-120.04,-13,-120
LBAF01,201904,2019-06-15,DB04-066,-46.17,-5,-46
LBAF01,201907,2019-09-21,DB07-138,-359.1,-39,-359
LBAF01,201909,2019-11-26,DB09-145,-353.97,-39,-353
LBAF01,201910,2019-12-21,DB10-137,-815.67,-90,-815
LBUB02,201908,2019-10-28,DB08-182,-1500.0,0,-1500
LBUB02,201910,2019-12-02,DB10-004,-1500.0,0,-1500
LBUB02,202011,2020-01-09,DB11-023,-1350.24,-483,-1350
LBUB02,202011,2020-01-14,DB11-038,-702.81,-78,-702
LFED01,201904,2019-06-19,DD04-010,-2641.38,0,-2641
LFED01,201906,2019-08-30,DD06-014,-3911.64,-181,-3911
LGOD03,201903,2019-05-30,DD03-019,-458.93,-24,-458
LGOD03,201905,2019-07-31,DD05-019,-2691.25,-141,-2691
LGOD03,201908,2019-10-01,DB08-003,-925.96,-48,-925
LGOD03,202010,2019-12-30,DB10-153,-13.0,0,-13
LGOD05,201905,2019-07-16,DB05-125,-790.02,-86,-790
LGOD05,201908,2019-10-01,DB08-007,-15.9,-1,-15
LGOD05,201909,2019-11-29,DB09-180,-204.57,-17,-204
LGOD06,201905,2019-07-16,DB05-128,-133.38,-14,-132
LGOD08,201905,2019-07-16,DB05-129,-240.08,-26,-240
LGOD08,201908,2019-10-01,DB08-008,-4690.87,-521,-4690
LGOD08,201908,2019-10-29,DB08-199,-3161.79,0,-3161
LGOD08,201909,2019-11-01,DB08-199,0.0,-369,0
LGOD09,201908,2019-10-01,DB08-009,-548.91,-60,-548
LGOD10,201905,2019-07-16,DB05-130,-3085.98,-334,-3084
LGOD11,201908,2019-10-01,DB08-010,-188.55,-10,-188
LGOD12,201908,2019-10-01,DB08-013,-109.78,-12,-109
LHII01,201904,2019-06-05,DB04-024,-450.87,-51,-450
LHIL05,201905,2019-07-12,DD05-009,-1561.8,0,-1560
LHIL05,201908,2019-10-07,DD08-003,-588.61,-30,-588
LHIL05,201909,2019-11-07,DD09-005,-104.24,-5,-104
LHOL01,201903,2019-05-21,DD03-013,-779.76,-41,-779
LHOL01,201906,2019-08-05,DD06-002,-10445.53,-549,-10445
LHOM01,202011,2020-01-29,DB11-155,-3072.87,-341,-3072
LKIL01,201903,2019-05-25,DB03-151,-611.96,-32,-611
LMAA03,201906,2019-08-23,DB06-119,-382.64,-6,-382
LMAA03,201909,2019-11-26,DB09-143,-399.0,0,-399
LMAE01,201810,2018-12-10,DB10-063,-2517.06,0,0
LMAE01,201904,2019-06-27,DB04-162,-2000.0,0,-2000
LMAE01,201905,2019-07-15,DB05-111,-4000.0,0,-4000
LMAE01,201906,2019-08-15,DB06-065,-3000.0,0,-3000
LMAE01,201909,2019-11-28,DB09-158,-1000.0,0,-1000
LMAE01,201910,2019-12-13,DB12-066,-4000.0,0,-4000
LMEL02,201903,2019-05-30,DB03-204,-110.04,-23,-110
LMEL02,201904,2019-06-29,DB04-201,-52.2,-108,-52
LMEL02,201905,2019-07-30,DB05-212,0.0,-961,0
LMEL02,201907,2019-09-05,DB07-036,0.0,-60,0
LMEL02,201908,2019-10-01,DB08-153,0.0,-51,0
LMEL02,201909,2019-11-01,DB08-204,0.0,-488,0
LMEL02,202010,2019-12-31,DB10-154,0.0,-834,0
LMEL03,201904,2019-06-29,DB04-194,-8624.38,-1828,-8624
LMEL03,201907,2019-09-05,DB07-032,0.0,-821,0
LMEL03,201908,2019-10-01,DB08-155,0.0,-128,0
LMEL03,201909,2019-11-01,DB08-204,0.0,-838,0
LMEL04,201903,2019-05-30,DB03-206,-32.92,-6,-32
LMEL04,201907,2019-09-05,DB07-035,0.0,-33,0
LMEL04,201908,2019-10-01,DB08-154,0.0,-214,0
LMEL04,201909,2019-11-30,DB09-190,-324.84,-68,-324
LMEL04,202011,2020-01-30,DB11-165,-2541.65,-539,-2541
LMEL05,201903,2019-05-30,DB03-208,-12113.64,-2569,-12113
LMEL05,201904,2019-06-29,DB04-191,-2689.82,-570,-2688
LMEL05,201908,2019-10-01,DB08-150,0.0,-22,0
LMEL05,201909,2019-11-01,DB08-204,0.0,-37,0
LMEL05,202010,2019-12-31,DB10-154,0.0,-958,0
LMEL06,201904,2019-06-29,DB04-188,-11540.68,-2448,-11540
LMEL06,202010,2019-12-31,DB10-154,0.0,-579,0
LMEL06,202011,2020-01-30,DB11-168,-633.22,-134,-633
LMEL07,201904,2019-06-29,DB04-184,-6156.52,-1304,-6156
LMEL07,201905,2019-07-30,DB05-214,0.0,-32,0
LMEL07,202010,2019-12-30,DB10-154,-2040.46,-678,-2040
LMEL08,201903,2019-05-30,DB03-210,-31.92,0,-31
LMEL08,201909,2019-11-01,DB08-204,0.0,-40,0
LMEL08,202011,2020-01-30,DB11-167,-1829.23,-388,-1829
LMEL09,201903,2019-05-30,DB03-209,-3306.0,0,-3306
LMEL09,201904,2019-06-29,DB04-199,-498.46,-104,-498
LMEL09,202011,2020-01-30,DB11-169,-45.54,0,-45
LMEL10,201904,2019-06-29,DB04-187,-5556.48,-1178,-5556
LMEL10,201907,2019-09-05,DB07-038,0.0,-54,0
LMEL10,201908,2019-10-01,DB08-156,0.0,-990,0
LMEL11,201903,2019-05-30,DB03-211,-3048.13,-1417,-3048
LMEL11,201904,2019-06-29,DB04-190,-14286.2,-3030,-14286
LMEL11,201907,2019-09-05,DB07-034,0.0,-158,0
LMEL11,201908,2019-10-01,DB08-151,0.0,-128,0
LMEL11,201909,2019-11-01,DB08-204,0.0,-29,0
LMEL13,201903,2019-05-30,DB03-205,-2691.71,-570,-2691
LMEL13,201909,2019-11-30,DB09-188,-192.85,-791,-192
LMEL14,201904,2019-06-29,DB04-200,-9934.74,-2106,-9934
LMEL14,202011,2020-01-30,DB11-166,-531.38,-112,-531
LMEL16,201903,2019-05-30,DB03-202,-2285.41,-484,-2285
LMEL16,201904,2019-06-29,DB04-193,-267.1,-56,-266
LMEL16,201905,2019-07-30,DB05-207,-1280.42,-936,-1280
LMEL16,201907,2019-09-05,DB07-030,0.0,-2,0
LMEL16,201909,2019-11-01,DB08-204,0.0,-117,0
LMEL16,201909,2019-11-30,DB09-187,-2082.51,-1685,-2082
LMEL17,201904,2019-06-29,DB04-195,-65.84,-12,-64
LMEL17,201907,2019-09-05,DB07-033,0.0,-37,0
LMEL18,201907,2019-09-05,DB07-031,0.0,-143,0
LMEL19,201903,2019-05-30,DB03-207,-201.27,-42,-201
LMEL19,201908,2019-10-01,DB08-152,0.0,-770,0
LMEL19,201909,2019-11-01,DB08-204,0.0,-994,0
LMEL19,201909,2019-11-30,DB09-193,-277.45,-58,-277
LMEL20,201903,2019-05-30,DB03-201,-7185.07,-1524,-7185
LMEL20,201904,2019-06-29,DB04-192,-1288.48,-272,-1288
LMEL20,201909,2019-11-01,DB08-204,0.0,-834,0
LMEL20,201909,2019-11-30,DB09-191,-174.11,-36,-174
LMEL20,202011,2020-01-30,DB11-161,-644.24,-136,-644
LMEL21,201903,2019-05-30,DB03-203,-142.96,-30,-142
LMEL21,201904,2019-06-29,DB04-189,-468.36,-98,-468
LMEL22,201909,2019-11-01,DB08-204,0.0,-746,0
LMEL22,201909,2019-11-30,DB09-192,-124.34,-26,-124
LMEL22,202011,2020-01-30,DB11-162,-45.54,0,-45
LMEL24,201904,2019-06-29,DB04-197,-487.92,0,-486
LMEL24,201907,2019-09-05,DB07-037,0.0,-23,0
LMEL26,201904,2019-06-29,DB04-196,-5990.98,-1270,-5990
LMEL26,201907,2019-09-05,DB07-029,0.0,-810,0
LMEL26,201909,2019-11-30,DB09-194,-37.57,-7,-37
LMEL26,202011,2020-01-30,DB11-164,-2252.45,-477,-2252
LMEL27,201903,2019-05-30,DB03-200,-319.77,-67,-319
LMEL27,201904,2019-06-29,DB04-198,-3594.7,-360,-3594
LMEL27,201905,2019-07-26,DD05-017,-27402.0,-9472,-27402
LMEL27,201905,2019-07-30,DB05-213,0.0,-31,0
LMEL27,201909,2019-11-30,DB09-189,-1016.1,0,-1016
LMEL27,202010,2019-12-31,DB10-154,0.0,-143,0
LMEL29,202011,2020-01-30,DB11-163,-159.84,-33,-159
LMEW01,201910,2019-12-19,DD10-008,-6693.38,0,-6693
LMEW01,201910,2019-12-21,DB10-138,-560.88,0,-560
LMEW01,202011,2020-01-29,DD11-012,0.0,-1036,0
LMOE01,201904,2019-06-07,DB04-037,-3211.75,0,-3211
LMOE02,201904,2019-06-28,DB04-174,-6000.0,0,-6000
LMOE02,201905,2019-07-16,DB05-122,-6000.0,0,-6000
LMOE02,201910,2019-12-18,DB12-082,-4500.0,0,-4500
LMUL05,201904,2019-06-04,DD04-002,-191.52,0,-191
LMUL05,201906,2019-08-22,DD06-010,0.0,-275,0
LMUL06,201903,2019-05-24,DD03-015,-74.1,0,-74
LMUL06,201906,2019-08-28,DD06-013,-860.7,0,-860
LMUL17,202011,2020-01-31,DB11-180,-29716.58,0,-29716
LNAE01,201905,2019-07-02,DB05-018,-10000.0,0,-10000
LNAE01,201907,2019-09-04,DB07-017,-4000.0,0,-4000
LNAE01,201908,2019-10-01,DB08-001,-2314.5,0,-2314
LNAL01,201908,2019-10-02,DB08-019,-1557.24,0,-1557
LNEO02,201905,2019-07-12,DB05-104,-10149.42,0,-10148
LNIS01,201904,2019-06-07,DD04-004,-705.2,0,-705
LPIA01,201906,2019-08-26,DB06-126,-260.0,0,-260
LPIL01,201908,2019-10-16,DB08-107,-906.24,0,-906
LPIL05,201904,2019-06-14,DB04-061,-820.8,0,-820
LPIL05,201909,2019-11-19,DB09-099,-239.28,0,-239
LPIL05,202011,2020-01-15,DB11-042,-119.64,0,-119
LPIL08,201909,2019-11-25,DB09-135,-609.84,0,-609
LPOI01,201904,2019-06-05,DB04-018,-625.58,0,-625
LPOI01,201905,2019-07-16,DB05-119,-806.56,0,-806
LPOI01,201907,2019-09-18,DB07-122,-966.16,0,-966
LPUE01,201903,2019-05-14,DB03-064,-96.9,0,-96
LPUE01,201907,2019-09-20,DB07-131,-500.0,0,-500
LPUE01,201909,2019-11-20,DB09-103,-1000.0,0,-1000
LPUE01,202011,2020-01-08,DB11-014,-500.0,0,-500
LPUE01,202011,2020-01-22,DB11-082,-500.0,0,-500
LSEE01,201810,2018-12-10,DB10-070,-2000.0,0,0
LSEE01,201903,2019-05-13,DB03-058,-942.0,0,-942
LSEE01,202011,2020-01-13,DB11-036,-211.56,0,-211
LSEO01,201909,2019-11-15,DD09-010,-4000.0,0,-4000
LSOE01,201810,2018-12-10,DB10-064,-20000.0,0,0
LSOE01,201905,2019-07-22,DB05-160,-40000.0,0,-40000
LSOE01,201905,2019-07-24,DB05-177,-40000.0,0,-40000
LSOE01,201906,2019-08-28,DB06-174,-36000.0,0,-36000
LSOE01,201907,2019-09-04,DB07-022,-11476.44,0,-11476
LSOE01,201907,2019-09-26,DB07-170,-27058.98,0,-27058
LSOE01,201908,2019-10-24,DB08-163,-440.64,0,-440
LSOE01,201909,2019-11-06,DB09-034,-16225.3,0,-16225
LSOE01,201909,2019-11-06,DB09-035,-16225.3,0,-16225
LSOO01,201903,2019-05-22,DB03-127,-2452.14,0,-2452
LSOO01,201907,2019-09-18,DB07-123,-1349.76,0,-1349
LSOO01,202011,2020-01-09,DB11-027,-141.3,0,-141
LSOO01,202011,2020-01-20,DB11-063,-540.3,0,-540
LSOW01,201904,2019-06-20,DB04-108,-604.2,0,-604
LSOW02,201905,2019-07-30,DD05-018,-2818.06,-148,-2818
LSUL01,201904,2019-06-03,DD04-001,-1020.08,0,-1020
LTIL01,201906,2019-08-14,DB06-061,-209.02,-11,-209
LTIL01,201907,2019-09-23,DB07-146,-579.69,-64,-579
LTIL01,201908,2019-10-03,DB08-023,-95.62,-10,-95
LTIL01,201908,2019-10-14,DB08-098,-3524.31,0,-3524
LTIL01,201908,2019-10-21,DB08-132,-1698.54,-629,-1698
LTIL01,201909,2019-11-20,DD09-013,0.0,-940,0
LTIL01,201909,2019-11-21,DB09-112,-777.59,-302,-777
LTIL01,201909,2019-11-26,DB09-138,-483.07,0,-483
LTIL01,201909,2019-11-29,DD09-018,0.0,-161,0
LTIL01,201910,2019-12-03,DB10-022,-2111.85,-703,-2111
LTIL01,201910,2019-12-17,DB12-077,-141.07,-104,-141
LTIL01,202011,2020-01-14,DB11-041,-12299.17,-816,-12299
LTIL01,202011,2020-01-20,DB11-071,-585.67,-195,-585
LVAJ01,201903,2019-05-24,DD03-015,-2737.0,0,-2737
LVAJ01,202011,2020-01-07,DD11-002,-2544.93,-133,-2544
LVAJ01,202011,2020-01-31,DD11-014,-2678.87,0,-2678
LVAL01,201905,2019-07-22,DD05-014,0.0,-74,0
LVIL02,201904,2019-06-06,DB04-026,-2260.22,-118,-2260
LVIL02,201907,2019-09-26,DB07-160,-1651.29,0,-1651
LVIL02,201910,2019-12-23,DB10-141,-2817.34,-148,-2817
LVIL02,202011,2020-01-28,DB11-143,-2339.22,-123,-2339
LWAV01,201903,2019-05-21,DB03-119,-621.3,0,-621
LWED01,201905,2019-07-27,DB05-196,-539.34,-28,-538
LWED01,201909,2019-11-26,DB09-142,-2669.54,-140,-2669
LWEL01,201910,2019-12-03,DB10-015,-124.2,0,-124
LZIL01,201905,2019-07-18,DB05-139,-196.0,0,-196
MASA01,201904,2019-06-11,DB04-076,-6406.55,-519,-6406
MASA01,201905,2019-07-11,DB05-078,-24839.92,-2014,-24838
MASA01,201907,2019-09-20,DD07-008,-245.04,0,-245
MASA01,201909,2019-11-12,DB09-087,-4484.77,-363,-4484
MASA01,202011,2020-01-14,DB11-102,-4552.75,-369,-4552
MFAO01,201907,2019-09-13,DB07-086,-207.48,0,-207
MFAO01,201909,2019-11-07,DB09-032,-1000.0,0,-1000
MFAO01,201909,2019-11-12,DB09-055,-1166.0,0,-1166
MGAS01,201904,2019-06-03,DD04-001,0.0,-140,0
MGAS01,201904,2019-06-04,DB04-016,-893.48,0,-893
MGAS01,201906,2019-08-05,DB06-022,-82.58,0,-82
MGAS01,201909,2019-11-12,DD09-007,-394.92,-20,-394
MGAS01,202011,2020-01-20,DD11-006,-828.44,0,-828
MGUE01,201905,2019-07-19,DB05-142,-6689.52,0,-6688
MLEN01,201903,2019-05-21,DD03-013,-1197.0,0,-1197
MLEN01,201905,2019-07-17,DD05-012,-102.6,0,-102
MLEN01,202011,2020-01-29,DD11-012,-131.1,0,-131
MLOB02,201904,2019-06-24,DB04-124,-4969.19,-512,-4969
MLOB02,201907,2019-09-13,DB07-087,-507.87,0,-507
MMOE01,201810,2018-12-10,DB10-071,-8000.0,0,0
MMOE01,201906,2019-08-28,DB06-159,-557.9,0,-557
MMOE01,201909,2019-11-29,DB09-184,-2500.0,0,-2500
MMOE01,202010,2019-12-30,DB10-157,-1550.9,0,-1550
MOSA01,201907,2019-09-12,DB07-082,-40603.78,-7368,-40603
MOSA01,202011,2020-01-27,DD11-011,-8557.69,-2185,-8557
MOSA02,201903,2019-05-20,DB03-115,-6758.06,0,-6758
MOSA02,201903,2019-05-27,DD03-016,-741.86,-39,-741
MOSA02,201905,2019-07-22,DB05-158,0.0,-1534,0
MRAA02,201905,2019-07-02,DB05-022,-2384.0,0,-2384
MRAA02,201906,2019-08-13,DB06-051,-2218.8,0,-2218
MRAA02,201907,2019-09-16,DB07-095,-3000.0,0,-3000
MRAA02,201908,2019-10-28,DD08-014,-4000.0,0,-4000
MRAA02,202011,2020-01-20,DB11-072,-1000.0,0,-1000
MRAA03,201905,2019-07-05,DB05-046,-4000.0,0,-4000
MRAA03,201906,2019-08-26,DB06-138,-1024.0,0,-1024
MRAA03,202011,2020-01-24,DB11-120,-160.0,0,-160
MRAD01,201905,2019-07-22,DD05-014,-2793.56,0,-2792
MRAD01,201906,2019-08-21,DD06-009,-1293.9,0,-1293
MRAD01,201907,2019-09-16,DD07-007,-609.84,0,-609
MRAD01,202011,2020-01-07,DD11-002,-495.84,0,-495
MRAD01,202011,2020-01-31,DD11-014,-495.84,0,-495
MRAD02,201908,2019-10-01,DD08-001,0.0,-729,0
MRAD02,201910,2019-12-19,DB10-094,-3630.84,0,-3630
MRAD02,202011,2020-01-23,DB11-142,-1072.17,-56,-1072
MRAK01,201904,2019-06-14,DB04-062,-39.9,0,-39
MRAL02,201905,2019-07-09,DD05-006,-3351.6,0,-3350
MRAL02,201907,2019-09-10,DD07-003,-735.3,0,-735
MRAL02,201908,2019-10-16,DD08-008,-900.6,0,-900
MRAL04,201904,2019-06-20,DB04-105,-729.6,0,-729
MRAO03,201904,2019-06-15,DB04-068,-6796.72,0,-6796
MRAO03,201910,2019-12-05,DD10-003,-80.9,0,-80
MRAR02,201903,2019-05-31,DB03-218,-5000.0,0,-5000
MRAR02,201907,2019-09-11,DB07-071,-5000.0,0,-5000
MRAR02,201908,2019-10-25,DB08-177,-5000.0,0,-5000
MRAR02,201908,2019-10-28,DD08-011,-798.0,0,-798
MRAR02,201909,2019-11-22,DB09-122,-2500.0,0,-2500
MSAW01,201907,2019-09-02,DB07-008,-2590.08,0,-2590
MSAW01,201909,2019-11-07,DD09-005,-3439.38,0,-3439
MSAW01,202011,2020-01-13,DD11-004,0.0,-30,0
MSAW02,201905,2019-07-08,DB05-057,-14535.0,-906,-14534
MSAW02,201910,2019-12-09,DD10-005,-579.35,-30,-579
MSIT02,201906,2019-08-13,DB06-053,-4597.62,0,-4597
MSIT02,201908,2019-10-04,DB08-030,-677.58,-35,-677
MSIT02,201908,2019-10-29,DB08-193,-162.39,-8,-162
MSIT02,201909,2019-11-20,CJ09A012,170.94,0,170
MSIT02,202010,2019-12-31,DB10-161,-1646.1,-86,-1646
MSYO01,201903,2019-05-18,DB03-110,-148.2,0,-148
MSYO01,201908,2019-10-21,DD08-010,-45.54,0,-45
